MT,Channel,Label,Area,Mean,Min,Max,IntDen,RawIntDen,TechRep,Day,Biorep
WT,0,103,0.029,3726,3335,4136,108.01,14904,2,3,2
WT,0,104,5.218,6053.79,2636,14043,31587.844,4358729,2,3,2
WT,0,105,1.362,5584.612,3212,9109,7608.708,1049907,2,3,2
WT,0,106,2.319,6206.091,2420,11052,14392.234,1985949,2,3,2
WT,0,107,1.87,6291.314,2924,11853,11763.083,1623159,2,3,2
WT,0,108,0.732,4279.366,2992,6568,3132.283,432216,2,3,2
WT,0,109,1.044,5443.493,3200,9789,5680.679,783863,2,3,2
WT,0,110,2.428,6584.158,3210,11840,15984.725,2205693,2,3,2
WT,0,111,0.949,4899.328,2581,8051,4651.231,641812,2,3,2
WT,0,112,6.088,7398.76,2377,13266,45039.992,6214958,2,3,2
WT,0,113,4.196,7327.969,3106,13277,30748.384,4242894,2,3,2
WT,0,114,1.16,4745.512,2982,7949,5502.54,759282,2,3,2
WT,0,115,2.073,6911.794,2997,12306,14325.735,1976773,2,3,2
WT,0,116,5.073,7482.709,2994,18513,37959.194,5237896,2,3,2
WT,0,117,1.718,5424.038,2848,9295,9316.036,1285497,2,3,2
WT,0,118,5.761,5469.34,2531,10446,31510.996,4348125,2,3,2
WT,0,119,1.602,6179.208,3253,11628,9896.582,1365605,2,3,2
WT,0,120,2.044,8880.301,2831,17745,18148.341,2504245,2,3,2
WT,0,121,1.37,4904.27,2523,8463,6717.324,926907,2,3,2
WT,0,122,3.326,7061.368,3195,11843,23488.845,3241168,2,3,2
WT,0,123,1.674,5105.818,3048,9569,8547.467,1179444,2,3,2
WT,0,124,1.747,4250.05,2484,7048,7422.858,1024262,2,3,2
WT,0,125,1.696,4954.632,2829,8825,8402.092,1159384,2,3,2
WT,0,126,3.725,4944.514,1887,10522,18418.184,2541480,2,3,2
WT,0,127,0.5,3777.377,2626,5056,1888.859,260639,2,3,2
WT,0,128,1.131,4646.756,2449,7606,5253.329,724894,2,3,2
WT,0,129,0.029,3531.75,3258,3789,102.379,14127,2,3,2
WT,0,130,2.863,6151.149,2558,11411,17608.14,2429704,2,3,2
WT,0,131,0.971,4574.903,3061,7289,4442.698,613037,2,3,2
WT,0,132,1.341,5530.438,3239,9992,7414.662,1023131,2,3,2
WT,0,133,1.732,6362.285,3214,11305,11019.734,1520586,2,3,2
WT,0,134,1.689,5377.382,3033,9444,9080.022,1252930,2,3,2
WT,0,135,2.507,5419.983,2427,11190,13590.458,1875314,2,3,2
WT,0,136,1.21,4174.096,2099,6636,5051.717,697074,2,3,2
WT,0,137,1.16,4780.494,3211,7989,5543.102,764879,2,3,2
WT,0,138,1.174,4653.253,2803,7352,5463.008,753827,2,3,2
WT,0,139,0.862,4513.891,2876,6752,3892.764,537153,2,3,2
WT,0,140,1.094,4676.033,2815,7901,5116.991,706081,2,3,2
WT,0,141,1.428,5984.421,3183,10517,8543.749,1178931,2,3,2
WT,0,142,1.87,5038.062,2415,9101,9419.836,1299820,2,3,2
WT,0,143,0.464,4078.016,2127,6352,1891.424,260993,2,3,2
WT,0,144,1.841,5818.909,2779,10379,10711.133,1478003,2,3,2
WT,0,145,1.348,6232.812,2904,10403,8401.505,1159303,2,3,2
WT,0,146,1.92,4433.162,2624,7553,8513.725,1174788,2,3,2
WT,0,147,4.08,7063.952,2515,15602,28821.478,3977005,2,3,2
WT,0,148,1.435,6496.49,3225,11140,9321.892,1286305,2,3,2
WT,0,149,2.587,4425.961,2434,7584,11450.802,1580068,2,3,2
WT,0,150,1.66,6810.943,2504,13150,11303.238,1559706,2,3,2
WT,0,151,2.022,5085.953,2275,10039,10283.399,1418981,2,3,2
WT,0,152,0.949,4516.718,1992,7534,4287.996,591690,2,3,2
WT,0,153,5.718,9035.323,2055,16326,51663.141,7128870,2,3,2
WT,0,154,3.71,6321.961,2450,12065,23457.508,3236844,2,3,2
WT,0,155,0.964,4767.992,2897,8078,4595.654,634143,2,3,2
WT,0,156,8.544,6110.003,2760,13465,52205.393,7203694,2,3,2
WT,0,157,1.406,5924.438,3239,9882,8329.31,1149341,2,3,2
WT,0,158,2.797,5190.013,2574,10011,14518.303,2003345,2,3,2
WT,0,159,1.862,5543.191,3119,9646,10324.12,1424600,2,3,2
WT,0,160,2.152,6047.731,3240,10678,13016.943,1796176,2,3,2
WT,0,161,1.304,5100.644,3013,8805,6653.615,918116,2,3,2
WT,0,162,1.826,5827.087,2965,11179,10641.729,1468426,2,3,2
WT,0,163,4.435,7175.139,2805,14736,31823.053,4391185,2,3,2
WT,0,164,1.739,6510.721,3204,10676,11324.015,1562573,2,3,2
WT,0,165,1.196,4995.715,3220,8936,5973.677,824293,2,3,2
WT,0,166,0.935,4936.574,2760,7825,4615.04,636818,2,3,2
WT,0,167,1.913,6820.072,3330,13142,13048.272,1800499,2,3,2
WT,0,168,2.587,7436.303,2830,13823,19239.128,2654760,2,3,2
WT,0,169,1.631,5482.649,3202,9281,8939.908,1233596,2,3,2
WT,0,170,6.943,6814.516,2651,14290,47310.835,6528306,2,3,2
WT,0,171,3.312,9334.954,3158,19021,30916.37,4266074,2,3,2
WT,0,172,1.993,8484.415,3210,16057,16908.874,2333214,2,3,2
WT,0,173,3.71,6687.17,2652,14982,24812.609,3423831,2,3,2
WT,0,174,3.544,7384.885,3228,14588,26170.543,3611209,2,3,2
WT,0,175,1.652,5360.079,2923,9102,8856.582,1222098,2,3,2
WT,0,176,1.203,5486.904,2768,9154,6600.784,910826,2,3,2
WTBG,0,177,2.218,107.431,84,293,238.239,32874,2,3,2
WTBG,0,178,3.363,109.037,86,445,366.649,50593,2,3,2
WTBG,0,179,1.986,108.832,85,435,216.106,29820,2,3,2
WTBG,0,180,2.392,111.036,83,417,265.546,36642,2,3,2
WTBG,0,181,3.71,110.949,84,342,411.675,56806,2,3,2
WT,1,62,1.942,4382.313,185,9872,8511.348,1174460,2,3,2
WT,1,63,1.486,5595.649,993,11221,8313.127,1147108,2,3,2
WT,1,64,2.348,9206.861,1042,18243,21618.06,2983023,2,3,2
WT,1,65,1.645,5272.639,572,14777,8673.892,1196889,2,3,2
WT,1,66,1.189,4190.738,677,10328,4980.747,687281,2,3,2
WT,1,67,1.239,4344.825,575,8958,5384.29,742965,2,3,2
WT,1,68,2.493,5855.331,562,15240,14597.216,2014234,2,3,2
WT,1,69,1.457,6596.303,996,13430,9608.527,1325857,2,3,2
WT,1,70,1.152,6317.245,570,12775,7279.222,1004442,2,3,2
WT,1,71,7.631,7551.75,341,23533,57628.339,7951993,2,3,2
WT,1,72,2.392,8639.439,770,17827,20661.394,2851015,2,3,2
WT,1,73,1.79,6640.04,791,15868,11885.783,1640090,2,3,2
WT,1,74,1.899,6672.252,1312,16603,12668.752,1748130,2,3,2
WT,1,75,5.051,7465.075,442,18035,37707.439,5203157,2,3,2
WT,1,76,1.399,4435.627,1253,8155,6204.009,856076,2,3,2
WT,1,77,1.645,7026.841,565,14509,11559.688,1595093,2,3,2
WT,1,78,1.594,7233.741,441,16288,11533.092,1591423,2,3,2
WT,1,79,2.58,5357.452,1263,10355,13821.921,1907253,2,3,2
WT,1,80,1.558,7195.251,1609,13900,11211.005,1546979,2,3,2
WT,1,81,1.833,6459.419,873,13301,11843.337,1634233,2,3,2
WT,1,82,1.551,6801.467,1671,12129,10548.155,1455514,2,3,2
WT,1,83,3.935,6808.284,1094,17703,26791.534,3696898,2,3,2
WT,1,84,1.631,7806.76,1956,14445,12729.562,1756521,2,3,2
WT,1,85,3.602,5365.853,646,13991,19326.592,2666829,2,3,2
WT,1,86,1.094,3817.583,496,10105,4177.587,576455,2,3,2
WT,1,87,1.623,5006.384,275,11395,8127.038,1121430,2,3,2
WT,1,88,4.442,6922.434,648,16219,30752.428,4243452,2,3,2
WT,1,89,1.29,6057.449,519,11480,7813.937,1078226,2,3,2
WT,1,90,1.478,5852.235,1328,13179,8651.911,1193856,2,3,2
WT,1,91,1.486,4181.029,626,8741,6211.51,857111,2,3,2
WT,1,92,2.268,5532.799,856,12262,12550.162,1731766,2,3,2
WT,1,93,0.732,4940.713,1609,9433,3616.355,499012,2,3,2
WT,1,94,3.312,6724.853,966,16729,22271.996,3073258,2,3,2
WT,1,95,4.442,6004.563,1237,13728,26674.849,3680797,2,3,2
WT,1,96,1.131,6776.096,1215,12691,7660.626,1057071,2,3,2
WT,1,97,1.942,8315.295,494,15907,16150.001,2228499,2,3,2
WT,1,98,1.674,6576.563,655,15200,11009.588,1519186,2,3,2
WT,1,99,2.167,7692.077,1050,17918,16667.671,2299931,2,3,2
WT,1,100,3.435,7194.31,1552,14218,24713.122,3410103,2,3,2
WT,1,101,3.319,7174.93,651,17142,23814.599,3286118,2,3,2
WT,1,102,1.218,4723.56,1413,12155,5750.939,793558,2,3,2
WT,1,103,0.029,3797,2991,4456,110.068,15188,2,3,2
WT,1,104,5.218,6954.09,375,16581,36285.485,5006945,2,3,2
WT,1,105,1.362,4812.176,814,10031,6556.309,904689,2,3,2
WT,1,106,2.319,7817.094,1260,15911,18128.23,2501470,2,3,2
WT,1,107,1.87,5208.508,304,12124,9738.524,1343795,2,3,2
WT,1,108,0.732,3238.079,913,6259,2370.112,327046,2,3,2
WT,1,109,1.044,5232.153,1549,11699,5460.13,753430,2,3,2
WT,1,110,2.428,6788.066,191,15364,16479.763,2274002,2,3,2
WT,1,111,0.949,4245.366,149,10927,4030.385,556143,2,3,2
WT,1,112,6.088,6741.931,565,16106,41041.545,5663222,2,3,2
WT,1,113,4.196,7427.176,783,17405,31164.66,4300335,2,3,2
WT,1,114,1.16,5192.219,1345,12556,6020.507,830755,2,3,2
WT,1,115,2.073,6687.276,793,12859,13860.389,1912561,2,3,2
WT,1,116,5.073,8107.311,737,22460,41127.755,5675118,2,3,2
WT,1,117,1.718,6552.342,231,13356,11253.95,1552905,2,3,2
WT,1,118,5.761,6361.932,765,15377,36653.569,5057736,2,3,2
WT,1,119,1.602,5371.824,358,11257,8603.479,1187173,2,3,2
WT,1,120,2.044,5909.911,167,16560,12077.865,1666595,2,3,2
WT,1,121,1.37,4212.492,606,9829,5769.803,796161,2,3,2
WT,1,122,3.326,8157.379,964,16707,27134.601,3744237,2,3,2
WT,1,123,1.674,3208.463,432,6938,5371.173,741155,2,3,2
WT,1,124,1.747,5187.004,2076,8426,9059.281,1250068,2,3,2
WT,1,125,1.696,4072.615,506,9780,6906.362,952992,2,3,2
WT,1,126,3.725,6714.858,508,16470,25012.67,3451437,2,3,2
WT,1,127,0.5,3099.942,652,6024,1550.111,213896,2,3,2
WT,1,128,1.131,5271.295,758,11058,5959.393,822322,2,3,2
WT,1,129,0.029,2610.75,1952,3367,75.681,10443,2,3,2
WT,1,130,2.863,6648.977,886,15331,19033.211,2626346,2,3,2
WT,1,131,0.971,5588.164,891,10691,5426.678,748814,2,3,2
WT,1,132,1.341,7085,1484,13748,9498.865,1310725,2,3,2
WT,1,133,1.732,5707.209,1274,13040,9885.117,1364023,2,3,2
WT,1,134,1.689,6523.755,578,12116,11015.741,1520035,2,3,2
WT,1,135,2.507,4852.827,444,10767,12168.33,1679078,2,3,2
WT,1,136,1.21,2930.515,876,6953,3546.668,489396,2,3,2
WT,1,137,1.16,4076.831,702,10277,4727.188,652293,2,3,2
WT,1,138,1.174,3550.389,640,6793,4168.224,575163,2,3,2
WT,1,139,0.862,3813.798,931,7801,3289.007,453842,2,3,2
WT,1,140,1.094,5792.311,1851,11725,6338.536,874639,2,3,2
WT,1,141,1.428,4145.883,412,9488,5918.933,816739,2,3,2
WT,1,142,1.87,5097.054,1488,10504,9530.135,1315040,2,3,2
WT,1,143,0.464,4222.875,1095,7215,1958.612,270264,2,3,2
WT,1,144,1.841,7877.957,2029,16280,14501.316,2001001,2,3,2
WT,1,145,1.348,4835.258,369,10177,6517.675,899358,2,3,2
WT,1,146,1.92,5005.581,1344,10919,9613.034,1326479,2,3,2
WT,1,147,4.08,5682.217,600,13758,23183.889,3199088,2,3,2
WT,1,148,1.435,6831.485,1510,13119,9802.58,1352634,2,3,2
WT,1,149,2.587,4130.252,437,10441,10685.747,1474500,2,3,2
WT,1,150,1.66,8922.14,2038,15785,14806.916,2043170,2,3,2
WT,1,151,2.022,4571.19,1167,10417,9242.588,1275362,2,3,2
WT,1,152,0.949,4982.176,1271,9950,4729.883,652665,2,3,2
WT,1,153,5.718,9213.465,682,20110,52681.74,7269424,2,3,2
WT,1,154,3.71,6304.033,976,15379,23390.988,3227665,2,3,2
WT,1,155,0.964,3572.331,909,7796,3443.209,475120,2,3,2
WT,1,156,8.544,5548.892,281,13665,47411.119,6542144,2,3,2
WT,1,157,1.406,5814.825,726,14434,8175.202,1128076,2,3,2
WT,1,158,2.797,4908.946,1247,10806,13732.058,1894853,2,3,2
WT,1,159,1.862,5704.304,1732,11450,10624.191,1466006,2,3,2
WT,1,160,2.152,5718.007,872,13041,12307.256,1698248,2,3,2
WT,1,161,1.304,4682.894,898,10065,6108.675,842921,2,3,2
WT,1,162,1.826,6470.409,1146,13167,11816.595,1630543,2,3,2
WT,1,163,4.435,7539.943,1045,17617,33441.025,4614445,2,3,2
WT,1,164,1.739,6683.629,958,13691,11624.752,1604071,2,3,2
WT,1,165,1.196,4216.848,773,9006,5042.339,695780,2,3,2
WT,1,166,0.935,4052.008,1217,7997,3788.088,522709,2,3,2
WT,1,167,1.913,7255.508,1224,15264,13881.354,1915454,2,3,2
WT,1,168,2.587,7381.006,685,17182,19096.064,2635019,2,3,2
WT,1,169,1.631,4054.969,660,9194,6611.959,912368,2,3,2
WT,1,170,6.943,6135.447,570,14216,42596.294,5877758,2,3,2
WT,1,171,3.312,9170.363,982,21319,30371.263,4190856,2,3,2
WT,1,172,1.993,8550.745,1736,19680,17041.067,2351455,2,3,2
WT,1,173,3.71,6783.037,738,16826,25168.322,3472915,2,3,2
WT,1,174,3.544,6177.548,541,12405,21891.983,3020821,2,3,2
WT,1,175,1.652,4454.118,1453,8264,7359.642,1015539,2,3,2
WT,1,176,1.203,4316.53,355,9564,5192.816,716544,2,3,2
WTBG,1,177,2.218,128.507,79,1254,284.975,39323,2,3,2
WTBG,1,178,3.363,130.588,82,988,439.119,60593,2,3,2
WTBG,1,179,1.986,127.883,82,1096,253.936,35040,2,3,2
WTBG,1,180,2.392,124.579,83,1060,297.933,41111,2,3,2
WTBG,1,181,3.71,127.35,81,1069,472.528,65203,2,3,2
WT,0,182,2.094,6804.824,3469,12336,14251.967,1966594,3,3,2
WT,0,183,0.754,4588.106,3026,7531,3458.015,477163,3,3,2
WT,0,184,0.246,4040.647,3479,5525,995.612,137382,3,3,2
WT,0,185,1.986,5915.821,3125,11451,11746.966,1620935,3,3,2
WT,0,186,0.688,4137.274,2268,5786,2848.38,393041,3,3,2
WT,0,187,1.565,5043.991,2700,8327,7895.655,1089502,3,3,2
WT,0,188,1.058,5667.808,2903,9795,5996.918,827500,3,3,2
WT,0,189,0.087,3962.917,3458,5141,344.633,47555,3,3,2
WT,0,190,0.188,3949.577,3467,5075,744.19,102689,3,3,2
WT,0,191,1.304,5305.628,3029,9018,6921.009,955013,3,3,2
WT,0,192,1.094,5204.947,3462,8145,5695.782,785947,3,3,2
WT,0,193,0.935,4449.047,2810,6663,4159.267,573927,3,3,2
WT,0,194,1.377,5784.868,3480,9860,7965.393,1099125,3,3,2
WT,0,195,1.732,5369.82,3048,8541,9300.745,1283387,3,3,2
WT,0,196,1.833,8266.957,3493,14496,15157.455,2091540,3,3,2
WT,0,197,2.522,8235.319,3461,15022,20769.201,2865891,3,3,2
WT,0,198,1.21,6241.725,3496,11073,7554.073,1042368,3,3,2
WT,0,199,2.268,6703.45,3458,12216,15205.575,2098180,3,3,2
WT,0,200,2.696,5706.997,2910,11372,15385.468,2123003,3,3,2
WT,0,201,1.283,5643.65,2396,9632,7239.248,998926,3,3,2
