MT,Channel,Label,Area,Mean,Min,Max,IntDen,RawIntDen,TechRep,Day,Biorep
MT12,1,13,1.377,15268.368,3641,27990,21023.564,2900990,1,3,1
MT12,1,14,0.891,10785.512,3945,18763,9614.042,1326618,1,3,1
MT12,1,15,1.652,14095.754,1536,31908,23290.74,3213832,1,3,1
MT12,1,16,1.036,9387.65,4087,17954,9728.661,1342434,1,3,1
MT12,1,17,3.486,10080.435,1707,22129,35138.599,4848689,1,3,1
MT12,1,18,1.58,13473.17,2537,27757,21285.624,2937151,1,3,1
MT12,1,19,1.138,13277.841,1771,24376,15107.313,2084621,1,3,1
MT12,1,20,1.413,12093.754,2667,25945,17090.542,2358282,1,3,1
MT12,1,21,1.696,14172.085,2880,27288,24033.097,3316268,1,3,1
MT12,1,22,1.37,10141.603,1176,20438,13890.841,1916763,1,3,1
MT12,1,23,1.297,14631.229,1885,25726,18979.901,2618990,1,3,1
MT12,1,24,1.087,10398.587,2126,20753,11303.832,1559788,1,3,1
MT12,1,30,1.486,9801.922,2276,17690,14562.14,2009394,2,3,1
MT12,1,31,1.471,10604.606,3009,21007,15600.937,2152735,2,3,1
MT12,1,32,2.544,8426.92,2291,15676,21435.623,2957849,2,3,1
MT12,1,33,0.638,6598.659,2848,12117,4208.22,580682,2,3,1
MT12,1,34,2.225,9127.463,1614,18004,20307.13,2802131,2,3,1
MT12,1,35,0.739,7808.833,3276,14741,5772.267,796501,2,3,1
MT12,1,36,5.515,9578.975,1394,18873,52827.956,7289600,2,3,1
MT12,1,37,1.848,10884.016,2505,19386,20113.583,2775424,2,3,1
MT12,1,38,1.957,10829.496,2403,22143,21190.057,2923964,2,3,1
MT12,1,39,2.848,10305.537,1719,19651,29351.026,4050076,2,3,1
MT12,1,40,1.544,8638.005,2724,15880,13333.776,1839895,2,3,1
MT12,1,41,1.645,9739.581,1923,17521,16022.352,2210885,2,3,1
MT12,1,42,1.616,11073.287,2855,22259,17895.405,2469343,2,3,1
MT12,1,43,1.623,9025.621,1752,17756,14651.605,2021739,2,3,1
MT12,1,44,1.225,9939.249,3597,17865,12173.077,1679733,2,3,1
MT12,1,45,1.536,9755.175,1863,20719,14987.563,2068097,2,3,1
MT12,1,46,1.993,9756.007,1191,19761,19443.074,2682902,2,3,1
MT12,1,47,1.341,10359.984,2060,17207,13889.638,1916597,2,3,1
MT12,1,48,2.565,9970.088,2075,21996,25577.75,3529411,2,3,1
MT12,1,49,0.63,5985.908,1667,9846,3774.065,520774,2,3,1
MT12,1,50,2.116,6586.288,963,12592,13937.461,1923196,2,3,1
MT12,1,51,1.203,7391.44,866,15091,8891.955,1226979,2,3,1
MT12,1,52,1.312,10637.89,2857,18792,13953.854,1925458,2,3,1
MT12,1,53,4.406,10643.286,1685,21360,46896.392,6471118,2,3,1
MT12,1,54,5.16,10265.9,1461,21625,52970.875,7309321,2,3,1
MT12,1,55,1.884,7889.196,1228,17067,14865.044,2051191,2,3,1
MT12,1,56,1.949,10487.357,1373,21386,20444.592,2821099,2,3,1
MT12,1,57,2.276,9429.656,2078,17662,21457.821,2960912,2,3,1
MT12,1,58,0.558,5250.468,2278,11987,2929.873,404286,2,3,1
MT12,1,59,1.515,8419.78,1470,19255,12752.847,1759734,2,3,1
MT12,1,65,2.457,12900.496,1187,23758,31693.208,4373268,3,3,1
MT12,1,66,2.377,15285.835,1835,28063,36334.83,5013754,3,3,1
MT12,1,67,1.428,10153.325,2059,18052,14495.547,2000205,3,3,1
MT12,1,68,1.377,9410.432,735,19804,12957.561,1787982,3,3,1
MT12,1,69,1.225,9493.651,2360,18846,11627.332,1604427,3,3,1
MT12,1,70,1.29,8502.287,3440,14318,10967.707,1513407,3,3,1
MT12,1,71,1.761,9789.267,1496,18241,17239.179,2378792,3,3,1
MT12,1,72,2.848,7552.748,1146,16111,21510.854,2968230,3,3,1
MT12,1,73,1.442,10635.382,2189,20020,15337.913,2116441,3,3,1
MT12,1,74,1.065,8153.578,3062,14335,8686.117,1198576,3,3,1
MT12,1,75,1.805,10090.365,2931,17824,18208.172,2512501,3,3,1
MT12,1,76,2.326,11432.748,2954,21575,26595.966,3669912,3,3,1
MT12,1,77,1.993,8379.473,1397,16594,16699.732,2304355,3,3,1
MT12,1,78,0.833,8600.904,2412,14124,7168.067,989104,3,3,1
MT12,1,79,2.094,11987.429,4766,20348,25106.375,3464367,3,3,1
MT12,1,80,2.058,8821.201,2356,19236,18155.414,2505221,3,3,1
MT12,1,81,2,8193.254,1681,16552,16387.986,2261338,3,3,1
MT12,1,82,2.218,10526.559,1370,20365,23343.607,3221127,3,3,1
MT12,1,83,1.631,9036.249,1681,17592,14734.344,2033156,3,3,1
MT12,1,84,1.254,9002.815,2078,16796,11287.156,1557487,3,3,1
MT12,1,85,1.812,10546.348,2115,21980,19107.427,2636587,3,3,1
MT12,1,86,1.355,9176.636,2863,17384,12436.13,1716031,3,3,1
MT12,1,87,1.877,11389.251,1746,21349,21377.408,2949816,3,3,1
MT12,1,88,1.406,9188.948,1707,17268,12918.963,1782656,3,3,1
MT12,1,89,2.131,7257.667,2649,15010,15463.381,2133754,3,3,1
MT12,1,90,4.305,9681.394,1960,19868,41675.848,5750748,3,3,1
MT12,1,91,2.036,10098.445,3122,17674,20564.631,2837663,3,3,1
MT12,1,92,1.145,9401.854,3104,16012,10765.414,1485493,3,3,1
MT12,1,93,1.732,9150.82,2022,16909,15849.59,2187046,3,3,1
MT12,1,94,1.348,8348.306,1802,17063,11253.081,1552785,3,3,1
MT12,1,95,2.131,11822.293,3377,22001,25188.897,3475754,3,3,1
MT12,1,96,1.594,8887.077,3745,15502,14169.083,1955157,3,3,1
MT12,1,97,1.92,10264.291,2267,19443,19712.192,2720037,3,3,1
MT12,1,98,1.036,7957.72,2806,14156,8246.788,1137954,3,3,1
MT12,1,99,1.696,9259.321,1191,18195,15702.004,2166681,3,3,1
MT12,1,100,1.196,6071.485,1739,12095,7260.039,1001795,3,3,1
MT12,1,101,1.884,10265.269,2555,19225,19342.108,2668970,3,3,1
MT12,1,102,2.421,9991.722,978,19938,24185.045,3337235,3,3,1
MT12,1,103,2.094,11678.381,1200,27541,24459.106,3375052,3,3,1
MT12,1,104,1.645,10826.59,1148,21186,17810.564,2457636,3,3,1
MT12,1,105,1.384,9390.979,2187,18788,12998.833,1793677,3,3,1
MT12,1,106,2.471,7409.619,1486,15197,18310.928,2526680,3,3,1
MT12,1,107,2.565,8293.056,2164,16653,21275.413,2935742,3,3,1
MT12,1,108,4.486,9300.023,1378,19177,41719.084,5756714,3,3,1
MT12BG,1,109,2.754,144.684,85,855,398.442,54980,3,3,1
MT12BG,1,110,1.478,162.025,99,1242,239.536,33053,3,3,1
MT12BG,1,111,1.16,140.206,98,1316,162.573,22433,3,3,1
MT12BG,1,112,1.587,132.196,99,764,209.809,28951,3,3,1
MT12BG,1,113,1.855,152.262,94,1203,282.482,38979,3,3,1
MT12BG,0,25,4.377,125.139,89,485,547.76,75584,1,3,1
MT12BG,0,26,0.167,107.174,97,125,17.864,2465,1,3,1
MT12BG,0,27,1.232,119.2,94,509,146.854,20264,1,3,1
MT12BG,0,28,1.718,128.519,89,460,220.737,30459,1,3,1
MT12BG,0,29,1.08,118.336,92,376,127.78,17632,1,3,1
MT12BG,0,60,2.174,136.99,93,615,297.831,41097,2,3,1
MT12BG,0,61,2.551,153.261,97,818,390.963,53948,2,3,1
MT12BG,0,62,2.029,130.339,94,619,264.48,36495,2,3,1
MT12BG,0,63,1.058,127.459,94,400,134.86,18609,2,3,1
MT12BG,0,64,0.986,150.816,87,470,148.644,20511,2,3,1
MT12BG,0,109,2.754,137.166,90,575,377.737,52123,3,3,1
MT12BG,0,110,1.478,168.255,98,476,248.747,34324,3,3,1
MT12BG,0,111,1.16,130.463,96,487,151.275,20874,3,3,1
MT12BG,0,112,1.587,136.123,96,419,216.041,29811,3,3,1
MT12BG,0,113,1.855,138.875,96,464,257.646,35552,3,3,1
MT12BG,1,25,4.377,125.661,89,1467,550.042,75899,1,3,1
MT12BG,1,26,0.167,105.043,96,113,17.509,2416,1,3,1
MT12BG,1,27,1.232,125.571,90,536,154.702,21347,1,3,1
MT12BG,1,28,1.718,127.654,91,883,219.252,30254,1,3,1
MT12BG,1,29,1.08,117.805,92,925,127.207,17553,1,3,1
MT12BG,1,60,2.174,124.78,94,782,271.285,37434,2,3,1
MT12BG,1,61,2.551,131.466,94,839,335.364,46276,2,3,1
MT12BG,1,62,2.029,147.368,91,1109,299.034,41263,2,3,1
MT12BG,1,63,1.058,133.486,93,725,141.237,19489,2,3,1
MT12BG,1,64,0.986,118.765,92,728,117.054,16152,2,3,1
MT14,0,1,1.978,23496.634,11455,39443,46486.666,6414581,1,3,1
MT14,0,2,1.254,14116.295,10858,18881,17698.112,2442119,1,3,1
MT14,0,3,0.043,12737.333,12108,13788,553.847,76424,1,3,1
MT14,0,4,6.58,23073.38,11387,45750,151829.855,20950629,1,3,1
MT14,0,5,3.203,26945.093,11373,48222,86310.188,11909731,1,3,1
MT14,0,6,7.131,23744.321,11370,42394,169322.615,23364412,1,3,1
MT14,0,7,4.406,19458.012,11096,33681,85735.788,11830471,1,3,1
MT14,0,8,1.449,27577.845,11529,50548,39971.499,5515569,1,3,1
MT14,0,9,1.428,18087.223,11442,27388,25822.497,3563183,1,3,1
MT14,0,10,1.587,30104.479,11427,53576,47778.812,6592881,1,3,1
MT14,0,11,1.718,23630.848,11504,38499,40587.076,5600511,1,3,1
MT14,0,12,1.102,15174.158,10731,21510,16715.074,2306472,1,3,1
MT14,0,13,0.768,16617.991,11506,23427,12765.696,1761507,1,3,1
MT14,0,14,2.152,26363.013,11398,42766,56742.911,7829815,1,3,1
MT14,0,15,1.406,15259.876,11372,21089,21454.226,2960416,1,3,1
MT14,0,16,1.167,19556.373,11381,29634,22817.827,3148576,1,3,1
MT14,0,17,0.71,13215.316,9920,18346,9385.637,1295101,1,3,1
MT14,0,18,3.413,24786.459,11416,46129,84604.897,11674422,1,3,1
MT14,0,19,1.246,19820.32,11383,31355,24705.817,3409095,1,3,1
MT14,0,20,1.203,15523.723,10605,22636,18675.149,2576938,1,3,1
MT14,0,21,2.906,31809.057,11417,55337,92439.009,12755432,1,3,1
MT14,0,22,0.986,15550.316,11387,22634,15326.332,2114843,1,3,1
MT14,0,23,1.544,23238.066,11527,38252,35870.687,4949708,1,3,1
MT14,0,24,3.508,25512.711,11371,45571,89487.439,12348152,1,3,1
MT14,0,25,1.718,21805.443,11620,34966,37451.858,5167890,1,3,1
MT14,0,26,1.21,19035.731,11376,30008,23038.072,3178967,1,3,1
MT14,0,27,0.225,12777.419,10186,16374,2870.549,396100,1,3,1
MT14,0,28,0.116,12275.75,11382,13664,1423.404,196412,1,3,1
MT14,0,29,1.196,20851.945,11375,33223,24933.924,3440571,1,3,1
MT14,0,30,1.899,20458.718,11432,31633,38845.419,5360184,1,3,1
MT14,0,31,1.689,23107.206,11372,37098,39017.862,5383979,1,3,1
MT14,0,32,2.145,22922.385,11419,36642,49171.293,6785026,1,3,1
MT14,0,33,2.58,33905.565,11418,61135,87474.424,12070381,1,3,1
MT14,0,34,5.196,23532.893,11424,45958,122279.761,16873084,1,3,1
MT14,0,35,1.051,18694.828,11525,28243,19644.889,2710750,1,3,1
MT14,0,36,2.036,20028.95,11396,30995,40787.268,5628135,1,3,1
MT14,0,37,0.717,14933.283,11227,20671,10713.974,1478395,1,3,1
MT14,0,38,1.71,19795.263,11406,31362,33855.824,4671682,1,3,1
MT14,0,39,1.536,18979.825,11453,27973,29160.045,4023723,1,3,1
MT14,0,40,1.529,15764.123,11072,22664,24105.291,3326230,1,3,1
MT14,0,41,1.79,17600.255,11400,25415,31504.749,4347263,1,3,1
MT14,0,42,1.399,22008.855,11519,36552,30783.278,4247709,1,3,1
MT14,0,43,1.652,21658.671,11380,34562,35787.121,4938177,1,3,1
MT14,0,44,1.399,17985.264,11501,27008,25155.575,3471156,1,3,1
MT14,0,45,4.848,31467.474,11402,59582,152562.61,21051740,1,3,1
MT14,0,46,0.819,14095.46,9499,19241,11542.977,1592787,1,3,1
MT14,0,47,1.71,20329.725,11401,31656,34769.913,4797815,1,3,1
MT14,0,48,1.783,15409.691,10920,21838,27471.929,3790784,1,3,1
MT14,0,49,0.942,14631.246,11150,19480,13784.302,1902062,1,3,1
MT14,0,55,2.536,38167.62,14840,64514,96810.672,13358667,2,3,1
MT14,0,56,0.529,16781.082,13498,21255,8877.751,1225019,2,3,1
MT14,0,57,1.116,21266.948,14807,30780,23734.823,3275110,2,3,1
MT14,0,58,1.029,22253.352,14922,31921,22900.444,3159976,2,3,1
MT14,0,59,1.073,32438.108,14907,57668,34791.836,4800840,2,3,1
MT14,0,60,1.232,29944.794,15422,51331,36891.844,5090615,2,3,1
MT14,0,61,1.283,26352.757,14859,42241,33803.326,4664438,2,3,1
MT14,0,62,0.348,16810.479,14820,21076,5847.651,806903,2,3,1
MT14,0,63,2.66,34228.112,14879,57227,91035.151,12561717,2,3,1
MT14,0,64,2.421,28777.862,14806,43925,69657.055,9611806,2,3,1
MT14,0,65,0.688,21959.968,14801,32552,15118.734,2086197,2,3,1
MT14,0,66,1.942,25790.056,14802,38733,50089.557,6911735,2,3,1
MT14,0,67,4.029,30754.095,14837,60916,123918.988,17099277,2,3,1
MT14,0,68,0.029,15196,14874,15516,440.504,60784,2,3,1
MT14,0,69,1.261,23511.529,14833,34657,29647.647,4091006,2,3,1
MT14,0,70,1.696,27144.308,14905,42499,46031.459,6351768,2,3,1
MT14,0,71,0.609,17435.607,14087,21574,10613.936,1464591,2,3,1
MT14,0,72,0.464,17949.641,14488,22280,8325.222,1148777,2,3,1
MT14,0,73,2.565,43231.627,14789,65535,110908.531,15303996,2,3,1
MT14,0,74,3.573,25197.546,14790,42666,90025.444,12422390,2,3,1
MT14,0,75,3.602,36606.966,14797,65535,131850.03,18193662,2,3,1
MT14,0,76,0.377,16554.346,13416,21279,6238.433,860826,2,3,1
MT14,0,77,3.37,32170.361,14829,54100,108409.915,14959218,2,3,1
MT14,0,78,2.392,23174.355,14829,38043,55421.937,7647537,2,3,1
MT14,0,79,5.167,37898.331,14842,65535,195825.717,27021510,2,3,1
MT14,0,80,1.435,24736.631,14944,37404,35494.892,4897853,2,3,1
MT14,0,81,1.333,27846.457,14814,43510,37131.96,5123748,2,3,1
MT14,0,82,1.841,38128.591,14840,63290,70185.044,9684662,2,3,1
MT14,0,83,3.587,27987.804,14866,56796,100400.097,13853963,2,3,1
MT14,0,84,1.391,26765.068,14832,42696,37241.716,5138893,2,3,1
MT14,0,85,2,23126.692,13498,40269,46257.559,6382967,2,3,1
MT14,0,86,1.478,22242.824,13743,32425,32883.663,4537536,2,3,1
MT14,0,87,1.16,19242.912,14907,25339,22312.637,3078866,2,3,1
MT14,0,88,1.297,23116.469,14810,35465,29987.112,4137848,2,3,1
MT14,0,89,1.21,22901.323,14837,33358,27716.422,3824521,2,3,1
MT14,0,90,3.703,29374.515,14834,50473,108780.665,15010377,2,3,1
MT14,0,91,1.399,30770.047,14906,50033,43037.355,5938619,2,3,1
MT14,0,92,0.457,17298.238,14548,23718,7897.735,1089789,2,3,1
MT14,0,93,1.297,25680.62,14952,39422,33313.376,4596831,2,3,1
MT14,0,94,6.877,35178.322,14884,62981,241936.531,33384228,2,3,1
MT14,0,95,2.348,33569.142,14816,55441,78821.621,10876402,2,3,1
MT14,0,96,1.674,23572.29,15106,35829,39461.525,5445199,2,3,1
MT14,0,97,3.239,25587.244,14804,52040,82887.901,11437498,2,3,1
MT14,0,103,0.029,12116.75,11820,12829,351.242,48467,3,3,1
MT14,0,104,0.029,11990.25,11632,12139,347.575,47961,3,3,1
MT14,0,105,1.355,21504.283,11544,35118,29142.492,4021301,3,3,1
MT14,0,106,0.783,15540.944,11555,21171,12163.576,1678422,3,3,1
MT14,0,107,1.167,20360.683,11509,33735,23756.274,3278070,3,3,1
MT14,0,108,1.609,17288.018,11420,24286,27813.67,3837940,3,3,1
MT14,0,109,1.275,14552.415,11443,20792,18561.277,2561225,3,3,1
MT14,0,110,1.268,21119.583,11520,35576,26784.497,3695927,3,3,1
MT14,0,111,2.087,25923.826,11423,47866,54106.782,7466062,3,3,1
MT14,0,112,1.645,28413.057,11455,51873,46741.639,6449764,3,3,1
MT14,0,113,2.921,25100.893,11423,44493,73308.5,10115660,3,3,1
MT14,0,114,2.073,28583.332,11546,46876,59243.267,8174833,3,3,1
MT14,0,115,1.21,18152.371,11633,27108,21968.983,3031446,3,3,1
MT14,0,116,2.761,29320.042,11425,62374,80956.118,11170936,3,3,1
MT14,0,117,2.964,17336.489,10935,27866,51385.971,7090624,3,3,1
MT14,0,118,1.877,26299.236,11421,41650,49363.165,6811502,3,3,1
MT14,0,119,1.652,15684.43,9705,21733,25915.745,3576050,3,3,1
MT14,0,120,1.478,26997.515,11597,48807,39912.972,5507493,3,3,1
MT14,0,121,2.022,26875.222,11410,49478,54339.593,7498187,3,3,1
MT14,0,122,1.333,22090.946,11557,37880,29457.253,4064734,3,3,1
MT14,0,123,1.435,20562.616,11548,32990,29505.547,4071398,3,3,1
MT14,0,124,1.558,19088.726,11457,28644,29742.365,4104076,3,3,1
MT14,0,125,1.29,22171.972,11437,36477,28601.212,3946611,3,3,1
MT14,0,126,1.609,17006.964,9920,25503,27361.498,3775546,3,3,1
MT14,0,127,1.333,24950.353,11417,43304,33270.14,4590865,3,3,1
MT14,0,128,1.261,21772.586,11444,36851,27454.869,3788430,3,3,1
MT14,0,129,1.529,23740.9,11429,41621,36302.769,5009330,3,3,1
MT14,1,1,1.978,14861.117,2436,28183,29401.82,4057085,1,3,1
MT14,1,2,1.254,11614.116,4394,20656,14561.039,2009242,1,3,1
MT14,1,3,0.043,8468.5,7373,9940,368.229,50811,1,3,1
MT14,1,4,6.58,13967.099,1198,34018,91907.759,12682126,1,3,1
MT14,1,5,3.203,21771.857,5355,42325,69739.345,9623161,1,3,1
MT14,1,6,7.131,14750.252,1101,27833,105185.203,14514248,1,3,1
MT14,1,7,4.406,12317.086,2465,22928,54271.478,7488788,1,3,1
MT14,1,8,1.449,14360.66,3446,26052,20814.429,2872132,1,3,1
MT14,1,9,1.428,10693.863,3802,18389,15267.255,2106691,1,3,1
MT14,1,10,1.587,17265.256,1851,33237,27401.683,3781091,1,3,1
MT14,1,11,1.718,16350.418,2105,30040,28082.6,3875049,1,3,1
MT14,1,12,1.102,11499.546,2594,20459,12667.31,1747931,1,3,1
MT14,1,13,0.768,9912.858,2608,16642,7614.912,1050763,1,3,1
MT14,1,14,2.152,12679.175,2150,25162,27290.253,3765715,1,3,1
MT14,1,15,1.406,12426.175,4444,19787,17470.258,2410678,1,3,1
MT14,1,16,1.167,11415.87,1840,20702,13319.717,1837955,1,3,1
MT14,1,17,0.71,9723.52,5126,17370,6905.732,952905,1,3,1
MT14,1,18,3.413,15039.571,2236,33313,51335.343,7083638,1,3,1
MT14,1,19,1.246,11000.209,4078,18815,13711.643,1892036,1,3,1
MT14,1,20,1.203,9567.373,2331,16867,11509.618,1588184,1,3,1
MT14,1,21,2.906,14617.788,1268,30293,42480.16,5861733,1,3,1
MT14,1,22,0.986,11970.89,4659,25093,11798.463,1628041,1,3,1
MT14,1,23,1.544,15328.174,3935,26915,23660.838,3264901,1,3,1
MT14,1,24,3.508,14892.014,2647,27950,52234.678,7207735,1,3,1
