MT,Channel,Label,Area,Mean,Min,Max,IntDen,RawIntDen,TechRep,Day,Biorep
MT12BG,0,89,1.507,172.856,118,638,260.56,35954,3,5,5
MT12BG,0,90,0.928,165.07,120,543,153.123,21129,3,5,5
MT12BG,0,91,1.131,391.109,118,3277,442.163,61013,3,5,5
MT12BG,0,92,3.044,166.869,117,636,507.908,70085,3,5,5
MT12BG,0,93,2,148.902,112,520,297.831,41097,3,5,5
MT12,1,68,0.565,8398.692,3562,13923,4747.515,655098,3,5,5
MT12,1,69,1.218,13068.798,3079,22920,15911.277,2195558,3,5,5
MT12,1,70,1,12882.594,3682,21678,12883.757,1777798,3,5,5
MT12,1,71,0.964,10944.887,3644,20832,10549.285,1455670,3,5,5
MT12,1,72,1.123,15056.413,3276,28331,16912.715,2333744,3,5,5
MT12,1,73,1.544,15158.094,3027,27271,23398.3,3228674,3,5,5
MT12,1,74,1.768,16428.557,4752,29347,29050.216,4008568,3,5,5
MT12,1,75,2.073,16401.136,3935,28667,33993.829,4690725,3,5,5
MT12,1,76,1.471,20518.897,5275,40237,30186.319,4165336,3,5,5
MT12,1,77,0.877,16163.298,5239,29997,14173.446,1955759,3,5,5
MT12,1,78,0.906,16903.376,6636,25849,15312.411,2112922,3,5,5
MT12,1,79,1.877,16889.305,5357,30574,31700.905,4374330,3,5,5
MT12,1,80,2.16,17298.611,5042,33632,37358.343,5154986,3,5,5
MT12,1,81,1.913,19326.936,3479,36324,36976.605,5102311,3,5,5
MT12,1,82,1.42,15028.367,4461,25976,21346.564,2945560,3,5,5
MT12,1,83,1.341,15814.503,3903,27506,21202.515,2925683,3,5,5
MT12,1,84,1.747,12744.61,3708,26182,22258.9,3071451,3,5,5
MT12,1,85,2.558,15162.227,1801,30645,38788.037,5352266,3,5,5
MT12,1,86,1.37,18618.222,4164,40031,25501.171,3518844,3,5,5
MT12,1,87,1.413,15956.769,3690,35155,22549.644,3111570,3,5,5
MT12,1,88,1.87,14709.132,2108,35194,27502.163,3794956,3,5,5
MT12BG,1,89,1.507,161.548,114,821,243.515,33602,3,5,5
MT12BG,1,90,0.928,155.758,113,973,144.484,19937,3,5,5
MT12BG,1,91,1.131,389.237,123,3707,440.047,60721,3,5,5
MT12BG,1,92,3.044,157.688,115,1242,479.964,66229,3,5,5
MT12BG,1,93,2,162.913,112,955,325.855,44964,3,5,5
MT14,0,1,0.536,44903.23,25048,65535,24080.717,3322839,1,5,5
MT14,0,2,0.964,49902.158,25960,65535,48098.45,6636987,1,5,5
MT14,0,3,0.783,48464.204,25290,65535,37931.931,5234134,1,5,5
MT14,0,4,1.783,55150.22,25351,65535,98320.134,13566954,1,5,5
MT14,0,5,1.246,45635.128,25505,64068,56883.699,7849242,1,5,5
MT14,0,6,0.783,53034.991,25208,65535,41509.391,5727779,1,5,5
MT14,0,7,1.478,54865.588,25038,65535,81112.973,11192580,1,5,5
MT14,0,8,0.957,47213.803,25425,65535,45165.105,6232222,1,5,5
MT14,0,9,0.507,34470.914,25364,43546,17486.825,2412964,1,5,5
MT14,0,10,1.602,50019.299,25331,65535,80110.6,11054265,1,5,5
MT14,0,11,1.507,51992.438,25132,65535,78372.486,10814427,1,5,5
MT14,0,12,0.891,51899.78,25559,65535,46262.675,6383673,1,5,5
MT14,0,13,1.319,53017.615,25059,65535,69928.094,9649206,1,5,5
MT14BG,0,14,1.283,133.559,112,310,171.32,23640,1,5,5
MT14BG,0,15,1.522,135.49,116,321,206.2,28453,1,5,5
MT14BG,0,16,1.449,136.75,116,332,198.206,27350,1,5,5
MT14BG,0,17,2.087,132.424,115,340,276.387,38138,1,5,5
MT14BG,0,18,0.377,132.442,114,204,49.91,6887,1,5,5
MT14,1,1,0.536,16441.284,1139,30898,8817.136,1216655,1,5,5
MT14,1,2,0.964,22741.932,7918,41953,21919.928,3024677,1,5,5
MT14,1,3,0.783,19967.509,6084,39127,15628.157,2156491,1,5,5
MT14,1,4,1.783,26362.797,4450,51353,46998.792,6485248,1,5,5
MT14,1,5,1.246,27077.523,7608,45501,33751.843,4657334,1,5,5
MT14,1,6,0.783,19164.426,4524,36441,14999.6,2069758,1,5,5
MT14,1,7,1.478,29408.838,6542,51881,43477.859,5999403,1,5,5
MT14,1,8,0.957,18374.621,4683,34407,17577.311,2425450,1,5,5
MT14,1,9,0.507,34112.871,12933,47699,17305.192,2387901,1,5,5
MT14,1,10,1.602,15608.281,1505,30495,24998.126,3449430,1,5,5
MT14,1,11,1.507,24846.63,6463,45014,37453.373,5168099,1,5,5
MT14,1,12,0.891,29234.423,6387,52759,26059.12,3595834,1,5,5
MT14,1,13,1.319,25674.626,6041,53502,33863.795,4672782,1,5,5
MT14BG,1,14,1.283,139.898,114,578,179.451,24762,1,5,5
MT14BG,1,15,1.522,144.448,116,806,219.831,30334,1,5,5
MT14BG,1,16,1.449,139.1,112,1156,201.612,27820,1,5,5
MT14BG,1,17,2.087,141.181,120,650,294.664,40660,1,5,5
MT14BG,1,18,0.377,140.596,118,549,52.983,7311,1,5,5
MT14,0,19,1.131,39313.468,20303,62606,44445.323,6132901,2,5,5
MT14,0,20,0.804,34672.108,20280,53684,27890.952,3848604,2,5,5
MT14,0,21,1.297,37564.503,20173,60702,48729.369,6724046,2,5,5
MT14,0,22,0.275,26355.947,20395,39912,7258.09,1001526,2,5,5
MT14,0,23,1.189,37654.591,20259,61210,44752.974,6175353,2,5,5
MT14,0,24,0.993,33838.766,20253,58411,33596.59,4635911,2,5,5
MT14,0,25,1.384,48299.476,20386,65535,66855.309,9225200,2,5,5
MT14,0,26,0.986,34690.779,20338,56066,34191.1,4717946,2,5,5
MT14,0,27,1.203,39950.331,20229,63094,48060.533,6631755,2,5,5
MT14,0,28,1.29,45574.758,20177,65535,58790.139,8112307,2,5,5
MT14,0,29,1.319,35441.11,20280,54924,46745.393,6450282,2,5,5
MT14,0,30,1.638,36725.336,20345,62168,60149.82,8299926,2,5,5
MT14,0,31,0.819,32402.628,20736,52385,26534.982,3661497,2,5,5
MT14,0,32,1.449,47096.885,20643,65535,68262.516,9419377,2,5,5
MT14,0,33,1.478,47090.912,20677,65535,69618.935,9606546,2,5,5
MT14,0,34,0.355,27453.02,20215,37629,9748.691,1345198,2,5,5
MT14,0,35,1.21,47851.455,20535,65535,57912.422,7991193,2,5,5
MT14,0,36,1.558,45569.47,20196,65535,71002.321,9797436,2,5,5
MT14,0,37,0.833,32945.339,20192,53045,27456.927,3788714,2,5,5
MT14BG,0,38,0.739,135.343,117,272,100.045,13805,2,5,5
MT14BG,0,39,1.283,132.621,117,193,170.117,23474,2,5,5
MT14BG,0,40,0.225,137.387,120,277,30.865,4259,2,5,5
MT14BG,0,41,2.087,132.201,111,284,275.923,38074,2,5,5
MT14BG,0,42,0.58,136.25,114,309,78.993,10900,2,5,5
MT14,1,19,1.131,10177.929,3155,20513,11506.524,1587757,2,5,5
MT14,1,20,0.804,11280.703,3459,22084,9074.428,1252158,2,5,5
MT14,1,21,1.297,14175.587,2208,32391,18388.834,2537430,2,5,5
MT14,1,22,0.275,134.921,119,245,37.156,5127,2,5,5
MT14,1,23,1.189,10163.573,1898,19245,12079.539,1666826,2,5,5
MT14,1,24,0.993,141.759,118,585,140.745,19421,2,5,5
MT14,1,25,1.384,16895.864,2814,33726,23386.966,3227110,2,5,5
MT14,1,26,0.986,16033.096,1753,28751,15802.158,2180501,2,5,5
MT14,1,27,1.203,11362.867,3412,22459,13669.611,1886236,2,5,5
MT14,1,28,1.29,13688.91,1563,33631,17658.304,2436626,2,5,5
MT14,1,29,1.319,11340.082,1821,21753,14957.111,2063895,2,5,5
MT14,1,30,1.638,14884.133,2983,31481,24377.664,3363814,2,5,5
MT14,1,31,0.819,10240.779,1141,21364,8386.322,1157208,2,5,5
MT14,1,32,1.449,17180.51,1545,36512,24901.537,3436102,2,5,5
MT14,1,33,1.478,13809.515,729,31787,20415.908,2817141,2,5,5
MT14,1,34,0.355,9199.959,4191,13197,3266.947,450798,2,5,5
MT14,1,35,1.21,16157.257,1435,34175,19554.388,2698262,2,5,5
MT14,1,36,1.558,22821.786,5142,41837,35558.89,4906684,2,5,5
MT14,1,37,0.833,26602.626,8177,41699,22170.856,3059302,2,5,5
MT14BG,1,38,0.739,138.147,115,476,102.118,14091,2,5,5
MT14BG,1,39,1.283,138.017,117,389,177.038,24429,2,5,5
MT14BG,1,40,0.225,132.71,122,199,29.814,4114,2,5,5
MT14BG,1,41,2.087,138.431,106,731,288.925,39868,2,5,5
MT14BG,1,42,0.58,135.575,112,368,78.601,10846,2,5,5
MT14,0,43,1.051,54379.214,26709,65535,57142.737,7884986,3,5,5
MT14,0,44,1.036,51271.804,26507,65535,53134.274,7331868,3,5,5
MT14,0,45,1.333,53600.272,26652,65535,71473.48,9862450,3,5,5
MT14,0,46,1.544,53075.728,26506,65535,81928.626,11305130,3,5,5
MT14,0,47,0.978,53583.556,26597,65535,52423.427,7233780,3,5,5
MT14,0,48,0.493,31897.353,26364,38930,15718.955,2169020,3,5,5
MT14,0,49,1.616,52803.978,26414,65535,85335.868,11775287,3,5,5
MT14,0,50,2.776,54897.841,26394,65535,152375.151,21025873,3,5,5
MT14,0,51,1.123,53504.852,27153,65535,60101.453,8293252,3,5,5
MT14,0,52,1.464,55264.708,26341,65535,80902.019,11163471,3,5,5
MT14,0,53,1.413,51984.964,26374,65535,73463.645,10137068,3,5,5
MT14,0,54,1.246,52244.547,26459,65535,65122.269,8986062,3,5,5
MT14,0,55,0.87,50919.833,26332,65535,44282.112,6110380,3,5,5
MT14,0,56,1.674,51283.251,26415,65535,85851.451,11846431,3,5,5
MT14,0,57,1.471,52053.709,26343,65535,76578.672,10566903,3,5,5
MT14,0,58,1.428,55979.594,26375,65535,79920.111,11027980,3,5,5
MT14,0,59,1.029,52678.62,27218,65535,54210.429,7480364,3,5,5
MT14,0,60,1.355,47725.139,26655,65455,64676.859,8924601,3,5,5
MT14,0,61,0.971,52797.597,26609,65535,51271.859,7074878,3,5,5
MT14,0,62,1.341,47922.876,26457,65535,64250.233,8865732,3,5,5
MT14,0,63,1.297,52586.48,26854,65535,68216.157,9412980,3,5,5
MT14,0,64,1.79,56397.267,26642,65535,100952.046,13930125,3,5,5
MT14,0,65,0.768,47528.245,26409,65535,36510.498,5037994,3,5,5
MT14,0,66,1.457,52049.269,26351,65535,75817.734,10461903,3,5,5
MT14,0,67,1.464,51653.045,26912,65535,75614.904,10433915,3,5,5
MT14BG,0,68,1.616,137.865,121,294,222.803,30744,3,5,5
MT14BG,0,69,0.942,135.954,116,371,128.084,17674,3,5,5
MT14BG,0,70,1.696,135.709,114,281,230.137,31756,3,5,5
MT14BG,0,71,1.189,141.067,120,533,167.66,23135,3,5,5
MT14BG,0,72,1.145,309.918,124,942,354.865,48967,3,5,5
MT14,1,43,1.051,26977.952,8340,48212,28348.957,3911803,3,5,5
MT14,1,44,1.036,30752.448,10629,55548,31869.543,4397600,3,5,5
MT14,1,45,1.333,29475.054,8292,53351,39303.62,5423410,3,5,5
MT14,1,46,1.544,32569.216,5862,61932,50274.414,6937243,3,5,5
MT14,1,47,0.978,27782.126,6272,52217,27180.62,3750587,3,5,5
MT14,1,48,0.493,22610.941,12133,30540,11142.629,1537544,3,5,5
MT14,1,49,1.616,35124.915,5569,60844,56764.949,7832856,3,5,5
MT14,1,50,2.776,25481.731,3256,57713,70727.419,9759503,3,5,5
MT14,1,51,1.123,19184.955,4946,40062,21550.264,2973668,3,5,5
MT14,1,52,1.464,27457.792,6736,47932,40195.468,5546474,3,5,5
MT14,1,53,1.413,34773.164,6229,61632,49140.428,6780767,3,5,5
MT14,1,54,1.246,21633.215,6595,46250,26965.571,3720913,3,5,5
MT14,1,55,0.87,19268.033,5692,35699,16756.324,2312164,3,5,5
MT14,1,56,1.674,14519.42,3639,27090,24306.44,3353986,3,5,5
MT14,1,57,1.471,19084.167,5228,38565,28075.621,3874086,3,5,5
MT14,1,58,1.428,26061.071,3310,51376,37206.481,5134031,3,5,5
MT14,1,59,1.029,18284.937,3886,36559,18816.633,2596461,3,5,5
MT14,1,60,1.355,21048.861,6778,35942,28525.306,3936137,3,5,5
MT14,1,61,0.971,23521.776,2387,45883,22842.047,3151918,3,5,5
MT14,1,62,1.341,20153.724,7062,33217,27020.113,3728439,3,5,5
MT14,1,63,1.297,25288.749,5796,47903,32805.033,4526686,3,5,5
MT14,1,64,1.79,29140.988,3753,56179,52162.853,7197824,3,5,5
MT14,1,65,0.768,17210.292,2642,32835,13220.693,1824291,3,5,5
MT14,1,66,1.457,22913.458,4261,43258,33376.962,4605605,3,5,5
MT14,1,67,1.464,20667.931,4397,39372,30255.789,4174922,3,5,5
MT14BG,1,68,1.616,145.35,120,883,234.898,32413,3,5,5
MT14BG,1,69,0.942,148.015,116,923,139.447,19242,3,5,5
MT14BG,1,70,1.696,140.282,117,597,237.891,32826,3,5,5
MT14BG,1,71,1.189,139.823,117,913,166.182,22931,3,5,5
MT14BG,1,72,1.145,137.006,117,506,156.876,21647,3,5,5
MT22,0,1,0.935,18561.109,12544,26952,17352.168,2394383,1,5,5
MT22,0,2,1.66,32116.882,13356,58702,53300.216,7354766,1,5,5
MT22,0,3,0.341,14728.213,12682,16875,5016.583,692226,1,5,5
MT22,0,4,0.051,13818,13315,14463,700.976,96726,1,5,5
MT22,0,5,4.102,31715.265,13290,64708,130090.292,17950840,1,5,5
MT22,0,6,0.464,18199.328,13444,25610,8441.03,1164757,1,5,5
MT22,0,7,0.036,14422.6,13591,15555,522.605,72113,1,5,5
MT22,0,8,1.239,21145.69,13504,38304,26204.633,3615913,1,5,5
MT22,0,9,0.884,21336.787,13270,33201,18864.659,2603088,1,5,5
MT22,0,10,0.377,16887.462,13649,21990,6363.966,878148,1,5,5
MT22,0,11,1.283,33120.565,13289,58271,42484.559,5862340,1,5,5
MT22,0,12,1.094,18287.709,12780,26148,20012.27,2761444,1,5,5
MT22,0,13,0.986,28164.5,13506,51171,27758.824,3830372,1,5,5
MT22,0,14,1.196,30055.533,13299,56458,35939.207,4959163,1,5,5
MT22,0,15,0.703,17825.876,12817,27019,12530.914,1729110,1,5,5
MT22,0,16,0.406,18434.571,13509,25988,7481.371,1032336,1,5,5
MT22,0,17,1.065,33815.259,13659,64909,36023.853,4970843,1,5,5
MT22,0,18,0.616,17074.482,13143,23060,10517.841,1451331,1,5,5
MT22,0,19,0.391,17996.926,13410,24243,7042.911,971834,1,5,5
MT22BG,0,20,1.623,143.933,119,307,233.652,32241,1,5,5
MT22BG,0,21,1.442,136.965,116,256,197.525,27256,1,5,5
MT22BG,0,22,2.254,148.447,117,400,334.574,46167,1,5,5
MT22BG,0,23,3.247,141.326,115,416,458.839,63314,1,5,5
MT22BG,0,24,0.406,146.411,122,278,59.418,8199,1,5,5
MT22,1,1,0.935,22578.868,8243,35971,21108.238,2912674,1,5,5
MT22,1,2,1.66,21630.786,2703,47406,35897.805,4953450,1,5,5
MT22,1,3,0.341,30841.191,19160,41795,10504.832,1449536,1,5,5
MT22,1,4,0.051,18419.714,14922,26299,934.418,128938,1,5,5
MT22,1,5,4.102,26520.73,3114,56176,108783.245,15010733,1,5,5
MT22,1,6,0.464,7354.844,3924,12250,3411.25,470710,1,5,5
MT22,1,7,0.036,21997.4,16323,27105,797.079,109987,1,5,5
MT22,1,8,1.239,19325.731,5608,38248,23949.263,3304700,1,5,5
MT22,1,9,0.884,15774.779,2720,28487,13947.078,1924523,1,5,5
MT22,1,10,0.377,17778,6186,31030,6699.561,924456,1,5,5
MT22,1,11,1.283,17812.638,2753,36768,22848.707,3152837,1,5,5
MT22,1,12,1.094,18743.629,3723,32309,20511.184,2830288,1,5,5
MT22,1,13,0.986,18006.978,3317,34043,17747.609,2448949,1,5,5
MT22,1,14,1.196,16137.17,1171,38864,19296.184,2662633,1,5,5
MT22,1,15,0.703,19356.753,6277,31762,13607.061,1877605,1,5,5
MT22,1,16,0.406,20469.839,2377,37085,8307.351,1146311,1,5,5
MT22,1,17,1.065,19437.048,1258,42500,20706.55,2857246,1,5,5
MT22,1,18,0.616,13236.318,4074,21001,8153.54,1125087,1,5,5
MT22,1,19,0.391,17068.407,1011,29412,6679.545,921694,1,5,5
MT22BG,1,20,1.623,167.424,119,983,271.785,37503,1,5,5
MT22BG,1,21,1.442,159.804,122,1218,230.463,31801,1,5,5
MT22BG,1,22,2.254,150.904,113,864,340.11,46931,1,5,5
MT22BG,1,23,3.247,150.292,114,885,487.95,67331,1,5,5
MT22BG,1,24,0.406,158.732,119,967,64.419,8889,1,5,5
MT22,0,25,2.189,43200.672,13334,65535,94549.135,13046603,2,5,5
MT22,0,26,2.594,37851.696,13330,63389,98203.841,13550907,2,5,5
MT22,0,27,0.319,14465.773,11837,17780,4612.692,636494,2,5,5
MT22,0,28,0.029,14108.25,13626,14417,408.972,56433,2,5,5
MT22,0,29,1.942,24386.515,13301,41418,47363.593,6535586,2,5,5
MT22,0,30,2.276,20172.803,12351,31872,45904.578,6334260,2,5,5
MT22,0,31,0.978,16753.141,13346,21532,16390.421,2261674,2,5,5
MT22,0,32,0.79,17195.404,12139,22786,13583.103,1874299,2,5,5
MT22,0,33,1.855,41858.125,13292,65441,77656.864,10715680,2,5,5
MT22,0,34,1.189,17385.976,12952,24731,20663.459,2851300,2,5,5
MT22,0,35,1.515,20609.751,13282,31240,31216.136,4307438,2,5,5
MT22,0,36,1.877,34065.927,13421,60091,63941.097,8823075,2,5,5
MT22,0,37,0.37,14683.549,12431,18261,5427.019,748861,2,5,5
MT22,0,38,0.522,15923.833,13321,19531,8308.837,1146516,2,5,5
MT22,0,39,1.442,20821.357,13296,31913,30027.71,4143450,2,5,5
MT22,0,40,0.652,15984.467,12327,21581,10425.593,1438602,2,5,5
MT22,0,41,2.776,20827.211,12304,35857,57808.275,7976822,2,5,5
MT22,0,42,1.109,20123.882,13387,27052,22313.275,3078954,2,5,5
MT22,0,43,1.015,16669.329,12493,24832,16912.439,2333706,2,5,5
MT22,0,44,1.058,21026.979,12440,29580,22247.943,3069939,2,5,5
MT22,0,45,1.587,24974.644,13287,39867,39637.251,5469447,2,5,5
MT22,0,46,1.268,24396.583,13323,38025,30940.488,4269402,2,5,5
MT22,0,47,2.218,22838.078,13295,36354,50645.527,6988452,2,5,5
MT22,0,48,1.152,19959.887,13301,28686,22999.337,3173622,2,5,5
MT22,0,49,1.529,24788.374,13272,38238,37904.486,5230347,2,5,5
MT22,0,50,2.116,29083.151,11361,63387,61543.815,8492280,2,5,5
MT22,0,51,0.217,14742.267,12261,17720,3205.13,442268,2,5,5
MT22,0,52,2.247,26426.335,13247,44523,59368.865,8192164,2,5,5
MT22,0,53,0.826,18318.632,13292,26278,15134.148,2088324,2,5,5
MT22,0,54,1.602,35257.751,13313,61536,56468.596,7791963,2,5,5
MT22,0,55,0.935,18557.496,13458,25167,17348.79,2393917,2,5,5
MT22,0,56,1.616,27506.601,13323,44439,44453.084,6133972,2,5,5
MT22,0,57,1.333,22399.777,13292,37353,29869.065,4121559,2,5,5
MT22,0,58,1.123,19209.897,13388,26288,21578.281,2977534,2,5,5
MT22,0,59,0.891,18892.911,13302,24968,16840.853,2323828,2,5,5
MT22,0,60,0.819,22688.292,13285,36046,18579.771,2563777,2,5,5
MT22,0,61,2.123,33970.195,13423,59632,72131.633,9953267,2,5,5
MT22BG,0,62,1.565,198.912,125,785,311.369,42965,2,5,5
MT22BG,0,63,3.044,212.679,122,612,647.341,89325,2,5,5
MT22BG,0,64,3.015,232.423,126,796,700.701,96688,2,5,5
MT22BG,0,65,0.616,218.682,127,648,134.708,18588,2,5,5
MT22BG,0,66,0.812,181.786,129,437,147.55,20360,2,5,5
MT22,1,25,2.189,8529.947,374,17967,18668.67,2576044,2,5,5
MT22,1,26,2.594,9383.313,608,20856,24344.415,3359226,2,5,5
MT22,1,27,0.319,11845.409,6509,18198,3777.138,521198,2,5,5
MT22,1,28,0.029,13821.75,11925,16963,400.667,55287,2,5,5
MT22,1,29,1.942,5910.836,989,12477,11480.051,1584104,2,5,5
MT22,1,30,2.276,8232.395,1256,15207,18733.372,2584972,2,5,5
MT22,1,31,0.978,8463.104,3411,16040,8279.87,1142519,2,5,5
MT22,1,32,0.79,9665.339,4578,16735,7634.906,1053522,2,5,5
MT22,1,33,1.855,15893.309,1162,32236,29485.9,4068687,2,5,5
MT22,1,34,1.189,8573.122,2796,15722,10189.267,1405992,2,5,5
MT22,1,35,1.515,6676.967,1259,12055,10113.13,1395486,2,5,5
MT22,1,36,1.877,7059.826,1246,14772,13251.16,1828495,2,5,5
MT22,1,37,0.37,9704.608,6276,14238,3586.809,494935,2,5,5
MT22,1,38,0.522,9576.944,5164,16599,4997.118,689540,2,5,5
MT22,1,39,1.442,9607.553,2810,16364,13855.62,1911903,2,5,5
MT22,1,40,0.652,8646.989,4029,13580,5639.85,778229,2,5,5
MT22,1,41,2.776,6455.162,1626,12208,17917.03,2472327,2,5,5
MT22,1,42,1.109,15235.935,4153,23259,16893.539,2331098,2,5,5
MT22,1,43,1.015,8421.929,3952,13732,8544.757,1179070,2,5,5
MT22,1,44,1.058,14461.788,3940,23235,15301.533,2111421,2,5,5
MT22,1,45,1.587,7761.018,1340,16734,12317.51,1699663,2,5,5
MT22,1,46,1.268,9050.217,2794,16479,11477.761,1583788,2,5,5
MT22,1,47,2.218,14568.516,1837,37613,32307.017,4457966,2,5,5
MT22,1,48,1.152,14917.912,3798,26125,17189.58,2371948,2,5,5
MT22,1,49,1.529,20437.19,5974,37281,31250.987,4312247,2,5,5
MT22,1,50,2.116,11621.644,3223,24723,24592.944,3393520,2,5,5
MT22,1,51,0.217,11001.2,8258,17156,2391.781,330036,2,5,5
MT22,1,52,2.247,8002.255,1365,15467,17977.702,2480699,2,5,5
MT22,1,53,0.826,8013.36,3324,13790,6620.329,913523,2,5,5
MT22,1,54,1.602,9698.955,949,17969,15533.786,2143469,2,5,5
MT22,1,55,0.935,6712.07,2701,11717,6274.892,865857,2,5,5
MT22,1,56,1.616,6879.897,596,12652,11118.518,1534217,2,5,5
MT22,1,57,1.333,9049.918,1713,17547,12067.647,1665185,2,5,5
MT22,1,58,1.123,8819.871,2017,14676,9907.271,1367080,2,5,5
MT22,1,59,0.891,14683.073,5362,22644,13088.268,1806018,2,5,5
MT22,1,60,0.819,17201.283,8533,25080,14086.38,1943745,2,5,5
MT22,1,61,2.123,8495.621,1134,18519,18039.432,2489217,2,5,5
MT22BG,1,62,1.565,151.94,123,682,237.84,32819,2,5,5
MT22BG,1,63,3.044,158.445,118,874,482.268,66547,2,5,5
MT22BG,1,64,3.015,177.87,117,2117,536.237,73994,2,5,5
MT22BG,1,65,0.616,198.094,125,1431,122.026,16838,2,5,5
MT22BG,1,66,0.812,172.732,120,666,140.201,19346,2,5,5
MT22,0,67,0.993,49540.38,21723,65535,49185.83,6787032,3,5,5
MT22,0,68,0.188,23145.692,21807,24790,4361.176,601788,3,5,5
MT22,0,69,1.145,43180.361,21778,65535,49442.846,6822497,3,5,5
MT22,0,70,0.507,30912.471,21853,43966,15681.654,2163873,3,5,5
MT22,0,71,0.935,41412.023,21820,63695,38714.733,5342151,3,5,5
MT22,0,72,1.152,33262.56,21852,49701,38327.713,5288747,3,5,5
MT22,0,73,1.116,51787.922,21939,65535,57797.535,7975340,3,5,5
MT22,0,74,0.283,23699.923,19018,28728,6698.409,924297,3,5,5
MT22,0,75,0.203,26676.179,22208,35128,5413.047,746933,3,5,5
MT22,0,76,0.203,25824.536,22129,31180,5240.234,723087,3,5,5
MT22,0,77,1.138,48073.885,21836,65535,54697.69,7547600,3,5,5
MT22,0,78,1.964,54434.443,21866,65535,106906.272,14751734,3,5,5
MT22,0,79,1,44739.232,21912,65535,44743.27,6174014,3,5,5
MT22,0,80,1.667,49485.435,21859,65535,82483.169,11381650,3,5,5
MT22,0,81,1.268,53046.28,22333,65535,67274.905,9283099,3,5,5
MT22,0,82,1.065,32580.626,21793,55517,34708.582,4789352,3,5,5
MT22,0,83,0.362,26971.88,21734,34487,9773.302,1348594,3,5,5
MT22,0,84,0.594,35176.573,21990,54935,20903.908,2884479,3,5,5
MT22,0,85,1.123,45436.135,21844,65535,51037.947,7042601,3,5,5
MT22,0,86,1.348,54069.452,22776,65535,72882.795,10056918,3,5,5
MT22,0,87,1.065,52494.735,21813,65535,55923.351,7716726,3,5,5
MT22,0,88,1.797,39765.004,21757,62297,71468.196,9861721,3,5,5
MT22,0,89,0.333,25455.935,20960,31486,8486.077,1170973,3,5,5
MT22,0,90,1.507,51248.88,21725,65535,77251.66,10659767,3,5,5
MT22,0,91,0.442,28504.82,21763,36709,12601.094,1738794,3,5,5
MT22,0,92,0.08,23271.364,21913,25030,1855.131,255985,3,5,5
MT22,0,93,1.42,44208.184,21868,64380,62794.102,8664804,3,5,5
MT22,0,94,0.391,27476.056,22186,34431,10752.47,1483707,3,5,5
MT22,0,95,0.573,27825.253,22046,34363,15930.387,2198195,3,5,5
MT22,0,96,1.413,51145,22041,65535,72276.632,9973275,3,5,5
MT22,0,97,0.891,43844.837,21738,65535,39082.621,5392915,3,5,5
MT22,0,98,0.42,26930.776,21833,33445,11319.754,1561985,3,5,5
MT22BG,0,99,2.957,209.348,122,634,618.998,85414,3,5,5
MT22BG,0,100,0.268,188.595,126,517,50.57,6978,3,5,5
MT22BG,0,101,4.624,199.08,123,615,920.467,127013,3,5,5
MT22BG,0,102,0.725,202.97,128,751,147.093,20297,3,5,5
MT22BG,0,103,0.507,217.186,125,530,110.177,15203,3,5,5
MT22,1,67,0.993,12573.131,1977,25024,12483.148,1722519,3,5,5
MT22,1,68,0.188,25986.038,19684,33096,4896.362,675637,3,5,5
MT22,1,69,1.145,14463.633,2930,24151,16561.306,2285254,3,5,5
MT22,1,70,0.507,13312.943,5136,22736,6753.552,931906,3,5,5
MT22,1,71,0.935,15321.465,4922,26271,14323.532,1976469,3,5,5
MT22,1,72,1.152,14142.981,5986,25334,16296.645,2248734,3,5,5
MT22,1,73,1.116,20373.545,2855,46225,22737.748,3137526,3,5,5
MT22,1,74,0.283,15226.744,7268,19873,4303.599,593843,3,5,5
MT22,1,75,0.203,10135.036,5732,13718,2056.57,283781,3,5,5
MT22,1,76,0.203,9735.214,5975,12900,1975.439,272586,3,5,5
MT22,1,77,1.138,12482.344,1689,24510,14202.209,1959728,3,5,5
MT22,1,78,1.964,21252.742,2332,44988,41739.224,5759493,3,5,5
MT22,1,79,1,15186.514,3218,32200,15187.885,2095739,3,5,5
MT22,1,80,1.667,14760.696,1732,27265,24603.38,3394960,3,5,5
MT22,1,81,1.268,21181.749,1901,41125,26863.337,3706806,3,5,5
MT22,1,82,1.065,11159.007,2730,19641,11887.841,1640374,3,5,5
MT22,1,83,0.362,9858.46,5220,14992,3572.228,492923,3,5,5
MT22,1,84,0.594,12313.659,3990,21843,7317.472,1009720,3,5,5
MT22,1,85,1.123,19018.013,5169,34806,21362.74,2947792,3,5,5
MT22,1,86,1.348,19513.285,2842,41113,26302.888,3629471,3,5,5
MT22,1,87,1.065,24547.17,3489,58615,26150.433,3608434,3,5,5
MT22,1,88,1.797,23065.419,7350,40158,41454.64,5720224,3,5,5
MT22,1,89,0.333,17746.413,9651,27024,5916.005,816335,3,5,5
MT22,1,90,1.507,19763.014,3147,42101,29790.421,4110707,3,5,5
MT22,1,91,0.442,13612.918,5425,22391,6017.847,830388,3,5,5
MT22,1,92,0.08,13504.182,9989,19372,1076.517,148546,3,5,5
MT22,1,93,1.42,11780.219,3590,23826,16732.836,2308923,3,5,5
MT22,1,94,0.391,17235.944,9587,30970,6745.109,930741,3,5,5
MT22,1,95,0.573,19745.063,9024,27698,11304.354,1559860,3,5,5
MT22,1,96,1.413,17952.841,3556,35699,25370.435,3500804,3,5,5
