"agar","tp","strain","pop.x","treatE.x","cycle.x","Length.x","rep.x","pop.y","treatE.y","cycle.y","Length.y","rep.y","relTrans"
3.4,72,"MYb11","5","mono",4,0.657620528771384,"4","17","anc",0,0.556908242612753,"1",1.18084179484602
3.4,72,"MYb11","5","mono",4,0.647547433903577,"1","17","anc",0,0.528508553654743,"1",1.22523548469681
3.4,72,"MYb11","5","mono",4,0.647547433903577,"1","17","anc",0,0.548888024883359,"1",1.17974414552255
3.4,72,"MYb11","5","mono",4,0.647547433903577,"1","17","anc",0,0.556908242612753,"1",1.16275426426728
3.4,72,"MYb11","4","bi",4,0.545272161741835,"4","17","anc",0,0.528508553654743,"1",1.03171870723978
3.4,72,"MYb11","4","bi",4,0.545272161741835,"4","17","anc",0,0.548888024883359,"1",0.993412384716732
3.4,72,"MYb11","4","bi",4,0.545272161741835,"4","17","anc",0,0.556908242612753,"1",0.97910592808552
3.4,72,"MYb11","4","bi",4,0.575356143079316,"1","17","anc",0,0.528508553654743,"1",1.08864111867369
3.4,72,"MYb11","4","bi",4,0.575356143079316,"1","17","anc",0,0.548888024883359,"1",1.04822134387352
3.4,72,"MYb11","4","bi",4,0.575356143079316,"1","17","anc",0,0.556908242612753,"1",1.03312556549713
3.4,72,"MYb11","5","mono",4,0.512603421461897,"5","17","anc",0,0.528508553654743,"1",0.96990562956293
3.4,72,"MYb11","5","mono",4,0.512603421461897,"5","17","anc",0,0.548888024883359,"1",0.933894343151005
3.4,72,"MYb11","5","mono",4,0.512603421461897,"5","17","anc",0,0.556908242612753,"1",0.920445025300761
3.4,72,"MYb11","13","mono",10,0.768433903576983,"3","17","anc",0,0.528508553654743,"1",1.45396682468639
3.4,72,"MYb11","13","mono",10,0.768433903576983,"3","17","anc",0,0.548888024883359,"1",1.39998299970249
3.4,72,"MYb11","13","mono",10,0.768433903576983,"3","17","anc",0,0.556908242612753,"1",1.37982138668275
3.4,72,"MYb11","7","bi",10,0.662444790046656,"6","17","anc",0,0.528508553654743,"1",1.25342302497418
3.4,72,"MYb11","7","bi",10,0.662444790046656,"6","17","anc",0,0.548888024883359,"1",1.20688512048961
3.4,72,"MYb11","7","bi",10,0.662444790046656,"6","17","anc",0,0.556908242612753,"1",1.18950437317784
3.4,72,"MYb11","7","bi",10,0.695808709175739,"3","17","anc",0,0.528508553654743,"1",1.31655146234452
3.4,72,"MYb11","7","bi",10,0.695808709175739,"3","17","anc",0,0.548888024883359,"1",1.26766968421947
3.4,72,"MYb11","7","bi",10,0.695808709175739,"3","17","anc",0,0.556908242612753,"1",1.24941355852686
3.4,72,"MYb11","7","bi",10,0.516905132192846,"2","17","anc",0,0.528508553654743,"1",0.978044969411266
3.4,72,"MYb11","7","bi",10,0.516905132192846,"2","17","anc",0,0.548888024883359,"1",0.941731480300905
3.4,72,"MYb11","7","bi",10,0.516905132192846,"2","17","anc",0,0.556908242612753,"1",0.928169297275561
3.4,72,"MYb11","13","mono",10,0.76042768273717,"4","17","anc",0,0.528508553654743,"1",1.43881811841768
3.4,72,"MYb11","13","mono",10,0.76042768273717,"4","17","anc",0,0.548888024883359,"1",1.38539674444303
3.4,72,"MYb11","13","mono",10,0.76042768273717,"4","17","anc",0,0.556908242612753,"1",1.36544519285547
3.4,72,"MYb11","13","mono",10,0.928096423017107,"1","17","anc",0,0.528508553654743,"1",1.75606698623728
3.4,72,"MYb11","13","mono",10,0.928096423017107,"1","17","anc",0,0.548888024883359,"1",1.69086659016533
3.4,72,"MYb11","13","mono",10,0.928096423017107,"1","17","anc",0,0.556908242612753,"1",1.66651586743072
3.4,72,"MYb11","7","bi",10,0.527024883359253,"4","17","anc",0,0.528508553654743,"1",0.99719272226489
3.4,72,"MYb11","7","bi",10,0.527024883359253,"4","17","anc",0,0.548888024883359,"1",0.960168302945301
3.4,72,"MYb11","7","bi",10,0.527024883359253,"4","17","anc",0,0.556908242612753,"1",0.9463406052076
3.4,72,"MYb11","13","mono",10,0.575869362363919,"5","17","anc",0,0.528508553654743,"1",1.08961218958835
3.4,72,"MYb11","13","mono",10,0.575869362363919,"5","17","anc",0,0.548888024883359,"1",1.0491563602363
3.4,72,"MYb11","13","mono",10,0.575869362363919,"5","17","anc",0,0.556908242612753,"1",1.0340471163835
3.4,72,"MYb11","13","mono",10,0.768373250388802,"2","17","anc",0,0.528508553654743,"1",1.45385206176011
3.4,72,"MYb11","13","mono",10,0.768373250388802,"2","17","anc",0,0.548888024883359,"1",1.39987249776871
3.4,72,"MYb11","13","mono",10,0.768373250388802,"2","17","anc",0,0.556908242612753,"1",1.37971247612345
3.4,72,"MYb11","7","bi",10,0.546676516329704,"5","17","anc",0,0.528508553654743,"1",1.03437591037898
3.4,72,"MYb11","7","bi",10,0.546676516329704,"5","17","anc",0,0.548888024883359,"1",0.995970929491266
3.4,72,"MYb11","7","bi",10,0.546676516329704,"5","17","anc",0,0.556908242612753,"1",0.981627626420026
3.4,72,"MYb11","13","mono",10,0.770920684292379,"6","17","anc",0,0.528508553654743,"1",1.45867210466379
3.4,72,"MYb11","13","mono",10,0.770920684292379,"6","17","anc",0,0.548888024883359,"1",1.40451357898763
3.4,72,"MYb11","13","mono",10,0.770920684292379,"6","17","anc",0,0.556908242612753,"1",1.38428671961395
