"pop","rep","tp","agar","morphotype","treatE","morphology","morph.simple","Length"
3,3,"7d","34 g/l","MT13","bi","anc.var","smooth",2.50468506998445
3,3,"7d","34 g/l","MT34","mono","anc.var","smooth",1.50462363919129
3,3,"7d","34 g/l","MT35","mono","fuzzy","fuzzy",2.46990233281493
3,3,"7d","34 g/l","MT48","anc","anc","anc",2.82924494556765
3,3,"7d","5 g/l","MT11","bi","fuzzy","fuzzy",1.45584447900467
3,3,"7d","5 g/l","MT13","bi","anc.var","smooth",9.1029835147745
3,3,"7d","5 g/l","MT35","mono","fuzzy","fuzzy",3.95555132192846
3,3,"7d","5 g/l","MT48","anc","anc","anc",8.20965396578538
4,1,"24h","34 g/l","MT19","bi","anc.var","smooth",0.525541213063764
4,1,"24h","34 g/l","MT40","mono","anc.wet","smooth",0.672167962674961
4,1,"24h","5 g/l","MT19","bi","anc.var","smooth",3.60186158631415
4,1,"24h","5 g/l","MT40","mono","anc.wet","smooth",1.13059175738725
4,1,"3d","34 g/l","MT19","bi","anc.var","smooth",0.989818040435459
4,1,"3d","34 g/l","MT40","mono","anc.wet","smooth",2.55075583203732
4,1,"3d","5 g/l","MT19","bi","anc.var","smooth",8.87803110419907
4,1,"3d","5 g/l","MT40","mono","anc.wet","smooth",7.82722395023328
4,1,"7d","34 g/l","MT19","bi","anc.var","smooth",1.62610264385692
4,1,"7d","34 g/l","MT40","mono","anc.wet","smooth",3.42355520995334
4,1,"7d","5 g/l","MT19","bi","anc.var","smooth",9.49978693623639
4,1,"7d","5 g/l","MT40","mono","anc.wet","smooth",8.14418818040435
4,2,"24h","34 g/l","MT19","bi","anc.var","smooth",0.710650077760498
4,2,"24h","34 g/l","MT40","mono","anc.wet","smooth",0.702779160186625
4,2,"24h","5 g/l","MT19","bi","anc.var","smooth",3.19434214618974
4,2,"24h","5 g/l","MT40","mono","anc.wet","smooth",0.640413685847589
4,2,"3d","34 g/l","MT19","bi","anc.var","smooth",1.11990513219285
4,2,"3d","34 g/l","MT40","mono","anc.wet","smooth",2.64282737169518
4,2,"3d","5 g/l","MT19","bi","anc.var","smooth",9.60851477449456
4,2,"3d","5 g/l","MT40","mono","anc.wet","smooth",7.32817511664075
4,2,"7d","34 g/l","MT19","bi","anc.var","smooth",1.78009642301711
4,2,"7d","34 g/l","MT40","mono","anc.wet","smooth",3.62732426127527
4,2,"7d","5 g/l","MT19","bi","anc.var","smooth",9.8497931570762
4,2,"7d","5 g/l","MT40","mono","anc.wet","smooth",7.94030108864697
4,3,"24h","34 g/l","MT19","bi","anc.var","smooth",0.659561430793157
4,3,"24h","34 g/l","MT40","mono","anc.wet","smooth",0.756737169517885
4,3,"24h","5 g/l","MT19","bi","anc.var","smooth",3.11418195956454
4,3,"24h","5 g/l","MT40","mono","anc.wet","smooth",0.609326594090202
4,3,"3d","34 g/l","MT19","bi","anc.var","smooth",0.919021772939347
4,3,"3d","34 g/l","MT40","mono","anc.wet","smooth",2.37017262830482
4,3,"3d","5 g/l","MT19","bi","anc.var","smooth",9.66388646967341
4,3,"3d","5 g/l","MT40","mono","anc.wet","smooth",8.35768273716952
4,3,"7d","34 g/l","MT19","bi","anc.var","smooth",1.53758631415241
4,3,"7d","34 g/l","MT40","mono","anc.wet","smooth",3.20667573872473
4,3,"7d","5 g/l","MT19","bi","anc.var","smooth",9.77218040435459
4,3,"7d","5 g/l","MT40","mono","anc.wet","smooth",9.57247278382582
5,1,"24h","34 g/l","MT21","bi","wrinkly","wrinkly",0.65847433903577
5,1,"24h","34 g/l","MT22","bi","wrinkly","wrinkly",0.585471228615863
5,1,"24h","34 g/l","MT23","bi","anc.wet","smooth",1.11709642301711
5,1,"24h","34 g/l","MT41","mono","anc.var","smooth",0.782272161741835
5,1,"24h","34 g/l","MT42","mono","wet+flat","smooth",1.03536858475894
5,1,"24h","34 g/l","MT48","anc","anc","anc",0.64352099533437
5,1,"24h","5 g/l","MT21","bi","wrinkly","wrinkly",0.602211508553655
5,1,"24h","5 g/l","MT22","bi","wrinkly","wrinkly",0.668416796267496
5,1,"24h","5 g/l","MT23","bi","anc.wet","smooth",1.19959409020218
5,1,"24h","5 g/l","MT41","mono","anc.var","smooth",0.775404354587869
5,1,"24h","5 g/l","MT42","mono","wet+flat","smooth",1.14448833592535
5,1,"24h","5 g/l","MT43","mono","fuzzy","fuzzy",0
5,1,"24h","5 g/l","MT48","anc","anc","anc",1.48645567651633
5,1,"3d","34 g/l","MT21","bi","wrinkly","wrinkly",0.910063763608087
5,1,"3d","34 g/l","MT22","bi","wrinkly","wrinkly",0.993937791601866
5,1,"3d","34 g/l","MT23","bi","anc.wet","smooth",2.2050233281493
5,1,"3d","34 g/l","MT41","mono","anc.var","smooth",1.57726283048212
5,1,"3d","34 g/l","MT42","mono","wet+flat","smooth",2.33725194401244
5,1,"3d","34 g/l","MT48","anc","anc","anc",0.88503732503888
5,1,"3d","5 g/l","MT21","bi","wrinkly","wrinkly",0.877329704510109
5,1,"3d","5 g/l","MT22","bi","wrinkly","wrinkly",1.37793312597201
5,1,"3d","5 g/l","MT23","bi","anc.wet","smooth",1.99770606531882
5,1,"3d","5 g/l","MT41","mono","anc.var","smooth",1.53327527216174
5,1,"3d","5 g/l","MT42","mono","wet+flat","smooth",3.04729082426128
5,1,"3d","5 g/l","MT43","mono","fuzzy","fuzzy",0
5,1,"3d","5 g/l","MT48","anc","anc","anc",3.17553032659409
5,1,"7d","34 g/l","MT21","bi","wrinkly","wrinkly",0.989108864696734
5,1,"7d","34 g/l","MT22","bi","wrinkly","wrinkly",0.917659409020218
5,1,"7d","34 g/l","MT23","bi","anc.wet","smooth",1.87975894245723
5,1,"7d","34 g/l","MT41","mono","anc.var","smooth",2.63648211508554
5,1,"7d","34 g/l","MT42","mono","wet+flat","smooth",6.25061897356143
5,1,"7d","34 g/l","MT48","anc","anc","anc",1.50519751166407
5,1,"7d","5 g/l","MT21","bi","wrinkly","wrinkly",6.20056609642302
5,1,"7d","5 g/l","MT22","bi","wrinkly","wrinkly",4.03406687402799
5,1,"7d","5 g/l","MT23","bi","anc.wet","smooth",7.32125038880249
5,1,"7d","5 g/l","MT41","mono","anc.var","smooth",7.89928460342146
5,1,"7d","5 g/l","MT42","mono","wet+flat","smooth",5.21867962674961
5,1,"7d","5 g/l","MT43","mono","fuzzy","fuzzy",0
5,1,"7d","5 g/l","MT48","anc","anc","anc",8.2416765163297
5,2,"24h","34 g/l","MT21","bi","wrinkly","wrinkly",0.637404354587869
5,2,"24h","34 g/l","MT22","bi","wrinkly","wrinkly",0.67500466562986
5,2,"24h","34 g/l","MT23","bi","anc.wet","smooth",0.964129082426127
5,2,"24h","34 g/l","MT41","mono","anc.var","smooth",0.886227060653188
5,2,"24h","34 g/l","MT42","mono","wet+flat","smooth",0.609326594090202
5,2,"24h","34 g/l","MT43","mono","fuzzy","fuzzy",0
5,2,"24h","34 g/l","MT48","anc","anc","anc",0.605603421461897
5,2,"24h","5 g/l","MT21","bi","wrinkly","wrinkly",0.717298600311042
5,2,"24h","5 g/l","MT22","bi","wrinkly","wrinkly",0.589763608087092
5,2,"24h","5 g/l","MT23","bi","anc.wet","smooth",1.50355054432348
5,2,"24h","5 g/l","MT41","mono","anc.var","smooth",0.99445101088647
5,2,"24h","5 g/l","MT42","mono","wet+flat","smooth",1.54220528771384
5,2,"24h","5 g/l","MT48","anc","anc","anc",0.990517884914463
5,2,"3d","34 g/l","MT21","bi","wrinkly","wrinkly",0.988077760497667
5,2,"3d","34 g/l","MT22","bi","wrinkly","wrinkly",1.112533437014
5,2,"3d","34 g/l","MT23","bi","anc.wet","smooth",2.06551166407465
5,2,"3d","34 g/l","MT41","mono","anc.var","smooth",1.83741368584759
5,2,"3d","34 g/l","MT42","mono","wet+flat","smooth",1.26162363919129
5,2,"3d","34 g/l","MT43","mono","fuzzy","fuzzy",0
5,2,"3d","34 g/l","MT48","anc","anc","anc",0.926566096423017
5,2,"3d","5 g/l","MT21","bi","wrinkly","wrinkly",1.22955209953344
5,2,"3d","5 g/l","MT22","bi","wrinkly","wrinkly",1.30735614307932
5,2,"3d","5 g/l","MT23","bi","anc.wet","smooth",3.15520684292379
5,2,"3d","5 g/l","MT41","mono","anc.var","smooth",2.29126283048212
5,2,"3d","5 g/l","MT42","mono","wet+flat","smooth",3.70675894245723
5,2,"3d","5 g/l","MT48","anc","anc","anc",2.11290046656299
5,2,"7d","34 g/l","MT21","bi","wrinkly","wrinkly",3.09003732503888
5,2,"7d","34 g/l","MT22","bi","wrinkly","wrinkly",5.09187247278383
5,2,"7d","34 g/l","MT23","bi","anc.wet","smooth",5.82558475894246
5,2,"7d","34 g/l","MT41","mono","anc.var","smooth",3.32539035769829
5,2,"7d","34 g/l","MT42","mono","wet+flat","smooth",5.91487558320373
5,2,"7d","34 g/l","MT43","mono","fuzzy","fuzzy",0
5,2,"7d","34 g/l","MT48","anc","anc","anc",5.59875583203732
5,2,"7d","5 g/l","MT21","bi","wrinkly","wrinkly",1.71408709175739
5,2,"7d","5 g/l","MT22","bi","wrinkly","wrinkly",2.14431881804044
5,2,"7d","5 g/l","MT23","bi","anc.wet","smooth",3.65431259720062
5,2,"7d","5 g/l","MT41","mono","anc.var","smooth",3.74094867807154
5,2,"7d","5 g/l","MT42","mono","wet+flat","smooth",4.10580559875583
5,2,"7d","5 g/l","MT48","anc","anc","anc",9.52104821150855
5,3,"24h","34 g/l","MT21","bi","wrinkly","wrinkly",0.57597200622084
5,3,"24h","34 g/l","MT22","bi","wrinkly","wrinkly",0.587337480559876
5,3,"24h","34 g/l","MT23","bi","anc.wet","smooth",0.71252099533437
5,3,"24h","34 g/l","MT41","mono","anc.var","smooth",0.807149300155521
5,3,"24h","34 g/l","MT42","mono","wet+flat","smooth",0.684433903576983
5,3,"24h","34 g/l","MT48","anc","anc","anc",0.79353965785381
5,3,"24h","5 g/l","MT21","bi","wrinkly","wrinkly",0.506804043545879
5,3,"24h","5 g/l","MT22","bi","wrinkly","wrinkly",0.582961119751166
5,3,"24h","5 g/l","MT23","bi","anc.wet","smooth",1.50646189735614
5,3,"24h","5 g/l","MT41","mono","anc.var","smooth",1.16722861586314
5,3,"24h","5 g/l","MT42","mono","wet+flat","smooth",1.00858786936236
5,3,"24h","5 g/l","MT48","anc","anc","anc",0.702517884914463
5,3,"3d","34 g/l","MT21","bi","wrinkly","wrinkly",0.693116640746501
5,3,"3d","34 g/l","MT22","bi","wrinkly","wrinkly",0.611785381026439
5,3,"3d","34 g/l","MT23","bi","anc.wet","smooth",1.06430482115086
5,3,"3d","34 g/l","MT41","mono","anc.var","smooth",1.2204867807154
5,3,"3d","34 g/l","MT42","mono","wet+flat","smooth",0.974211508553655
5,3,"3d","34 g/l","MT48","anc","anc","anc",1.28986936236392
5,3,"3d","5 g/l","MT21","bi","wrinkly","wrinkly",1.18156143079316
5,3,"3d","5 g/l","MT22","bi","wrinkly","wrinkly",1.68947122861586
5,3,"3d","5 g/l","MT23","bi","anc.wet","smooth",3.3576065318818
5,3,"3d","5 g/l","MT41","mono","anc.var","smooth",2.86672628304821
5,3,"3d","5 g/l","MT42","mono","wet+flat","smooth",2.41433748055988
5,3,"3d","5 g/l","MT48","anc","anc","anc",1.56108709175739
5,3,"7d","34 g/l","MT21","bi","wrinkly","wrinkly",3.29982270606532
5,3,"7d","34 g/l","MT22","bi","wrinkly","wrinkly",5.26300777604977
5,3,"7d","34 g/l","MT23","bi","anc.wet","smooth",6.41304821150855
5,3,"7d","34 g/l","MT41","mono","anc.var","smooth",2.96609020217729
5,3,"7d","34 g/l","MT42","mono","wet+flat","smooth",2.08118351477449
5,3,"7d","34 g/l","MT48","anc","anc","anc",6.85564852255054
5,3,"7d","5 g/l","MT21","bi","wrinkly","wrinkly",3.12948522550544
5,3,"7d","5 g/l","MT22","bi","wrinkly","wrinkly",2.08835925349922
5,3,"7d","5 g/l","MT23","bi","anc.wet","smooth",3.8795598755832
5,3,"7d","5 g/l","MT41","mono","anc.var","smooth",4.33679626749611
5,3,"7d","5 g/l","MT42","mono","wet+flat","smooth",6.01340902021773
5,3,"7d","5 g/l","MT48","anc","anc","anc",9.95124261275272
6,1,"24h","34 g/l","MT25","bi","wrinkly","wrinkly",0.531139968895801
6,1,"24h","34 g/l","MT26","bi","wrinkly","wrinkly",0.634800933125972
6,1,"24h","34 g/l","MT27","bi","fuzzy","fuzzy",0.636984447900467
6,1,"24h","34 g/l","MT44","mono","anc.wet","smooth",0.647832037325039
6,1,"24h","34 g/l","MT45","mono","anc.wet","smooth",0.618396578538103
6,1,"24h","34 g/l","MT46","mono","fuzzy","fuzzy",0.865945567651633
6,1,"24h","34 g/l","MT47","mono","anc.wet","smooth",0.68849300155521
6,1,"24h","34 g/l","MT48","anc","anc","anc",0.71699066874028
6,1,"24h","5 g/l","MT25","bi","wrinkly","wrinkly",0.544101088646967
6,1,"24h","5 g/l","MT26","bi","wrinkly","wrinkly",0.613875583203732
6,1,"24h","5 g/l","MT27","bi","fuzzy","fuzzy",0.633975116640746
6,1,"24h","5 g/l","MT44","mono","anc.wet","smooth",1.14998444790047
6,1,"24h","5 g/l","MT45","mono","anc.wet","smooth",0.443603421461897
6,1,"24h","5 g/l","MT46","mono","fuzzy","fuzzy",0.63452099533437
6,1,"24h","5 g/l","MT47","mono","anc.wet","smooth",1.19396267496112
6,1,"24h","5 g/l","MT48","anc","anc","anc",0.987704510108865
6,1,"3d","34 g/l","MT25","bi","wrinkly","wrinkly",0.646754276827372
6,1,"3d","34 g/l","MT26","bi","wrinkly","wrinkly",0.597485225505443
6,1,"3d","34 g/l","MT27","bi","fuzzy","fuzzy",1.56765163297045
6,1,"3d","34 g/l","MT44","mono","anc.wet","smooth",0.919021772939347
6,1,"3d","34 g/l","MT45","mono","anc.wet","smooth",0.989286158631415
6,1,"3d","34 g/l","MT46","mono","fuzzy","fuzzy",1.38567807153966
6,1,"3d","34 g/l","MT47","mono","anc.wet","smooth",0.990699844479005
6,1,"3d","34 g/l","MT48","anc","anc","anc",1.27794401244168
6,1,"3d","5 g/l","MT25","bi","wrinkly","wrinkly",0.821365474339036
6,1,"3d","5 g/l","MT26","bi","wrinkly","wrinkly",0.803351477449456
6,1,"3d","5 g/l","MT27","bi","fuzzy","fuzzy",1.11804354587869
6,1,"3d","5 g/l","MT44","mono","anc.wet","smooth",2.17135147744946
6,1,"3d","5 g/l","MT45","mono","anc.wet","smooth",0.616996889580093
6,1,"3d","5 g/l","MT46","mono","fuzzy","fuzzy",1.14390979782271
6,1,"3d","5 g/l","MT47","mono","anc.wet","smooth",2.39120062208398
6,1,"3d","5 g/l","MT48","anc","anc","anc",1.90367496111975
6,1,"7d","34 g/l","MT25","bi","wrinkly","wrinkly",1.38668584758942
6,1,"7d","34 g/l","MT26","bi","wrinkly","wrinkly",1.09918973561431
6,1,"7d","34 g/l","MT27","bi","fuzzy","fuzzy",2.94015863141524
6,1,"7d","34 g/l","MT44","mono","anc.wet","smooth",1.68789891135303
6,1,"7d","34 g/l","MT45","mono","anc.wet","smooth",2.07414307931571
6,1,"7d","34 g/l","MT46","mono","fuzzy","fuzzy",2.61502488335925
6,1,"7d","34 g/l","MT47","mono","anc.wet","smooth",1.71705443234837
6,1,"7d","34 g/l","MT48","anc","anc","anc",2.38887713841369
6,1,"7d","5 g/l","MT25","bi","wrinkly","wrinkly",1.23228615863142
6,1,"7d","5 g/l","MT26","bi","wrinkly","wrinkly",2.5740699844479
6,1,"7d","5 g/l","MT27","bi","fuzzy","fuzzy",2.25075583203733
6,1,"7d","5 g/l","MT44","mono","anc.wet","smooth",4.23109175738725
6,1,"7d","5 g/l","MT45","mono","anc.wet","smooth",2.7217231726283
6,1,"7d","5 g/l","MT46","mono","fuzzy","fuzzy",2.07221150855365
6,1,"7d","5 g/l","MT47","mono","anc.wet","smooth",7.35134836702955
6,1,"7d","5 g/l","MT48","anc","anc","anc",3.94415552099533
6,2,"24h","34 g/l","MT25","bi","wrinkly","wrinkly",0.740169517884914
6,2,"24h","34 g/l","MT26","bi","wrinkly","wrinkly",0.776239502332815
6,2,"24h","34 g/l","MT27","bi","fuzzy","fuzzy",0.755076205287714
6,2,"24h","34 g/l","MT44","mono","anc.wet","smooth",0.564214618973561
6,2,"24h","34 g/l","MT45","mono","anc.wet","smooth",0.667693623639191
6,2,"24h","34 g/l","MT46","mono","fuzzy","fuzzy",0.623729393468118
6,2,"24h","34 g/l","MT47","mono","anc.wet","smooth",0.662710730948678
6,2,"24h","34 g/l","MT48","anc","anc","anc",0.579737169517885
6,2,"24h","5 g/l","MT25","bi","wrinkly","wrinkly",0.538628304821151
6,2,"24h","5 g/l","MT26","bi","wrinkly","wrinkly",0.568819595645412
6,2,"24h","5 g/l","MT27","bi","fuzzy","fuzzy",0.675979782270607
6,2,"24h","5 g/l","MT44","mono","anc.wet","smooth",1.91133125972006
6,2,"24h","5 g/l","MT45","mono","anc.wet","smooth",0.429648522550544
6,2,"24h","5 g/l","MT46","mono","fuzzy","fuzzy",0.620370139968896
6,2,"24h","5 g/l","MT47","mono","anc.wet","smooth",1.80554276827372
6,2,"24h","5 g/l","MT48","anc","anc","anc",1.37648211508554
6,2,"3d","34 g/l","MT25","bi","wrinkly","wrinkly",0.738293934681182
6,2,"3d","34 g/l","MT26","bi","wrinkly","wrinkly",0.953440124416796
6,2,"3d","34 g/l","MT27","bi","fuzzy","fuzzy",1.34382737169518
6,2,"3d","34 g/l","MT44","mono","anc.wet","smooth",0.985409020217729
6,2,"3d","34 g/l","MT45","mono","anc.wet","smooth",1.21091290824261
6,2,"3d","34 g/l","MT46","mono","fuzzy","fuzzy",1.30224261275272
6,2,"3d","34 g/l","MT47","mono","anc.wet","smooth",0.821365474339036
6,2,"3d","34 g/l","MT48","anc","anc","anc",0.97653499222395
6,2,"3d","5 g/l","MT25","bi","wrinkly","wrinkly",0.749533437013997
6,2,"3d","5 g/l","MT26","bi","wrinkly","wrinkly",1.59725505443235
6,2,"3d","5 g/l","MT27","bi","fuzzy","fuzzy",1.12750544323484
6,2,"3d","5 g/l","MT44","mono","anc.wet","smooth",3.7082099533437
6,2,"3d","5 g/l","MT45","mono","anc.wet","smooth",0.602426127527216
6,2,"3d","5 g/l","MT46","mono","fuzzy","fuzzy",1.06393157076205
6,2,"3d","5 g/l","MT47","mono","anc.wet","smooth",3.28719751166407
6,2,"3d","5 g/l","MT48","anc","anc","anc",2.89918973561431
6,2,"7d","34 g/l","MT25","bi","wrinkly","wrinkly",1.47007931570762
6,2,"7d","34 g/l","MT26","bi","wrinkly","wrinkly",1.92685381026439
6,2,"7d","34 g/l","MT27","bi","fuzzy","fuzzy",2.69910419906687
6,2,"7d","34 g/l","MT44","mono","anc.wet","smooth",1.59757698289269
6,2,"7d","34 g/l","MT45","mono","anc.wet","smooth",2.06581493001555
6,2,"7d","34 g/l","MT46","mono","fuzzy","fuzzy",2.65539191290824
6,2,"7d","34 g/l","MT47","mono","anc.wet","smooth",1.66180870917574
6,2,"7d","34 g/l","MT48","anc","anc","anc",1.80370917573872
6,2,"7d","5 g/l","MT25","bi","wrinkly","wrinkly",1.93056298600311
6,2,"7d","5 g/l","MT26","bi","wrinkly","wrinkly",5.13303732503888
6,2,"7d","5 g/l","MT27","bi","fuzzy","fuzzy",2.2324199066874
6,2,"7d","5 g/l","MT44","mono","anc.wet","smooth",9.07369362363919
6,2,"7d","5 g/l","MT45","mono","anc.wet","smooth",2.93185847589425
6,2,"7d","5 g/l","MT46","mono","fuzzy","fuzzy",1.92233281493002
6,2,"7d","5 g/l","MT47","mono","anc.wet","smooth",7.65356920684292
6,2,"7d","5 g/l","MT48","anc","anc","anc",5.16061119751166
6,3,"24h","34 g/l","MT25","bi","wrinkly","wrinkly",0.786709175738725
6,3,"24h","34 g/l","MT26","bi","wrinkly","wrinkly",0.580646967340591
6,3,"24h","34 g/l","MT27","bi","fuzzy","fuzzy",0.685189735614308
6,3,"24h","34 g/l","MT44","mono","anc.wet","smooth",0.607604976671851
6,3,"24h","34 g/l","MT45","mono","anc.wet","smooth",0.70646500777605
6,3,"24h","34 g/l","MT46","mono","fuzzy","fuzzy",0.886618973561431
6,3,"24h","34 g/l","MT47","mono","anc.wet","smooth",0.781376360808709
6,3,"24h","34 g/l","MT48","anc","anc","anc",0.611328149300156
6,3,"24h","5 g/l","MT25","bi","wrinkly","wrinkly",0.625954898911353
6,3,"24h","5 g/l","MT26","bi","wrinkly","wrinkly",0.561121306376361
6,3,"24h","5 g/l","MT27","bi","fuzzy","fuzzy",0.576125972006221
6,3,"24h","5 g/l","MT44","mono","anc.wet","smooth",2.41447744945568
6,3,"24h","5 g/l","MT45","mono","anc.wet","smooth",0.556754276827372
6,3,"24h","5 g/l","MT46","mono","fuzzy","fuzzy",0.64352099533437
6,3,"24h","5 g/l","MT47","mono","anc.wet","smooth",1.1904634525661
6,3,"24h","5 g/l","MT48","anc","anc","anc",1.33081026438569
6,3,"3d","34 g/l","MT25","bi","wrinkly","wrinkly",0.88503732503888
6,3,"3d","34 g/l","MT26","bi","wrinkly","wrinkly",0.841674961119751
6,3,"3d","34 g/l","MT27","bi","fuzzy","fuzzy",1.40080870917574
6,3,"3d","34 g/l","MT44","mono","anc.wet","smooth",0.926762052877138
6,3,"3d","34 g/l","MT45","mono","anc.wet","smooth",0.956351477449456
6,3,"3d","34 g/l","MT46","mono","fuzzy","fuzzy",1.34084603421462
6,3,"3d","34 g/l","MT47","mono","anc.wet","smooth",1.06393157076205
6,3,"3d","34 g/l","MT48","anc","anc","anc",1.02779160186625
6,3,"3d","5 g/l","MT25","bi","wrinkly","wrinkly",0.872566096423017
6,3,"3d","5 g/l","MT26","bi","wrinkly","wrinkly",1.26712441679627
6,3,"3d","5 g/l","MT27","bi","fuzzy","fuzzy",1.10975738724728
6,3,"3d","5 g/l","MT44","mono","anc.wet","smooth",6.38493312597201
6,3,"3d","5 g/l","MT45","mono","anc.wet","smooth",0.710650077760498
6,3,"3d","5 g/l","MT46","mono","fuzzy","fuzzy",1.03067496111975
6,3,"3d","5 g/l","MT47","mono","anc.wet","smooth",2.07162363919129
6,3,"3d","5 g/l","MT48","anc","anc","anc",2.68649300155521
6,3,"7d","34 g/l","MT25","bi","wrinkly","wrinkly",1.49510575427683
6,3,"7d","34 g/l","MT26","bi","wrinkly","wrinkly",1.62610264385692
6,3,"7d","34 g/l","MT27","bi","fuzzy","fuzzy",2.89149144634526
6,3,"7d","34 g/l","MT44","mono","anc.wet","smooth",1.34629082426128
6,3,"7d","34 g/l","MT45","mono","anc.wet","smooth",1.53214152410575
6,3,"7d","34 g/l","MT46","mono","fuzzy","fuzzy",2.57793312597201
6,3,"7d","34 g/l","MT47","mono","anc.wet","smooth",1.55268895800933
6,3,"7d","34 g/l","MT48","anc","anc","anc",1.74690979782271
6,3,"7d","5 g/l","MT25","bi","wrinkly","wrinkly",4.07245101088647
6,3,"7d","5 g/l","MT26","bi","wrinkly","wrinkly",5.30679471228616
6,3,"7d","5 g/l","MT27","bi","fuzzy","fuzzy",2.42181181959565
6,3,"7d","5 g/l","MT44","mono","anc.wet","smooth",9.49877916018663
6,3,"7d","5 g/l","MT45","mono","anc.wet","smooth",2.99259097978227
6,3,"7d","5 g/l","MT46","mono","fuzzy","fuzzy",2.21267029548989
6,3,"7d","5 g/l","MT47","mono","anc.wet","smooth",6.93414307931571
6,3,"7d","5 g/l","MT48","anc","anc","anc",4.92153032659409
