MT,Channel,Label,Area,Mean,Min,Max,IntDen,RawIntDen,TechRep,Day,Biorep
MT22,0,140,1.406,37309.603,20259,59889,52454.466,7238063,3,5,1
MT22,0,141,1.529,43471.218,20141,65444,66472.862,9172427,3,5,1
MT22,0,142,1.92,46995.166,20185,65535,90252.486,12453719,3,5,1
MT22,0,143,1.471,43947.069,20340,65535,64652.61,8921255,3,5,1
MT22,0,144,0.906,36303.24,20151,60955,32886.338,4537905,3,5,1
MT22,0,145,1.239,44363.146,20352,65535,54976.686,7586098,3,5,1
MT22,0,146,0.877,37895.529,20114,60814,33230.238,4585359,3,5,1
MT22,0,147,1.768,46063.611,20293,65535,81453.156,11239521,3,5,1
MT22,0,148,1.631,41796.529,20275,63295,68152.665,9404219,3,5,1
MT22,0,149,1.189,37841.415,20326,59761,44975.016,6205992,3,5,1
MT22,0,150,1.449,40933.045,20304,63070,59328.608,8186609,3,5,1
MT22,0,151,1.848,48781.424,20178,65535,90147.723,12439263,3,5,1
MT22,0,152,1.87,38539.419,20098,63428,72058.46,9943170,3,5,1
MT22BG,0,153,0.986,144.691,123,280,142.607,19678,3,5,1
MT22BG,0,154,1.768,149.693,127,571,264.698,36525,3,5,1
MT22BG,0,155,1.623,152.085,123,540,246.885,34067,3,5,1
MT22BG,0,156,2.58,146.096,122,337,376.918,52010,3,5,1
MT22BG,0,157,2.087,3893.833,136,13238,8126.994,1121424,3,5,1
MT22,1,116,1.631,13718.596,4678,24619,22369.294,3086684,3,5,1
MT22,1,117,1.145,19580.962,4896,31881,22420.806,3093792,3,5,1
MT22,1,118,0.652,11331.556,4712,17013,7390.812,1019840,3,5,1
MT22,1,119,0.928,10743.695,4042,24534,9966.066,1375193,3,5,1
MT22,1,120,1.471,20303.744,4912,33198,29869.797,4121660,3,5,1
MT22,1,121,0.051,5427.714,2757,9594,275.344,37994,3,5,1
MT22,1,122,2.471,21992.46,5721,44505,54348.593,7499429,3,5,1
MT22,1,123,1.507,21636.957,3692,40715,32615.168,4500487,3,5,1
MT22,1,124,1.442,18082.558,2790,32818,26077.926,3598429,3,5,1
MT22,1,125,0.761,20542.543,7226,32726,15631.606,2156967,3,5,1
MT22,1,126,1.065,14199.238,3361,27641,15126.641,2087288,3,5,1
MT22,1,127,1.602,20466.629,2675,39444,32779.226,4523125,3,5,1
MT22,1,128,0.058,9378.25,6616,13451,543.716,75026,3,5,1
MT22,1,129,0.609,14850.869,5914,23875,9040.475,1247473,3,5,1
MT22,1,130,1.703,16598.643,2384,31602,28268.356,3900681,3,5,1
MT22,1,131,2.036,21658.737,1394,39265,44106.191,6086105,3,5,1
MT22,1,132,1.493,17188.277,4254,31500,25660.178,3540785,3,5,1
MT22,1,133,1.16,21582.875,1732,40300,25025.882,3453260,3,5,1
MT22,1,134,1.239,21716.269,2965,42207,26911.719,3713482,3,5,1
MT22,1,135,0.986,19473.515,5342,33999,19193.022,2648398,3,5,1
MT22,1,136,0.92,16101.378,3821,29700,14819.272,2044875,3,5,1
MT22,1,137,0.065,8339.667,7079,10270,543.94,75057,3,5,1
MT22,1,138,0.08,8602.909,5861,10470,685.801,94632,3,5,1
MT22,1,139,1.652,17977.772,3992,31994,29705.087,4098932,3,5,1
MT22,1,140,1.406,15487.314,1984,30073,21773.987,3004539,3,5,1
MT22,1,141,1.529,23478.308,3306,39817,35901.233,4953923,3,5,1
MT22,1,142,1.92,20506.117,3577,40934,39381.243,5434121,3,5,1
MT22,1,143,1.471,21652.64,3443,41920,31854.223,4395486,3,5,1
MT22,1,144,0.906,19926.008,4540,36597,18050.549,2490751,3,5,1
MT22,1,145,1.239,17810.93,2436,34027,22072.057,3045669,3,5,1
MT22,1,146,0.877,20778.975,3343,37267,18220.891,2514256,3,5,1
MT22,1,147,1.768,21023.045,4349,44769,37174.536,5129623,3,5,1
MT22,1,148,1.631,20621.378,4371,40213,33624.846,4639810,3,5,1
MT22,1,149,1.189,16555.567,2426,30628,19676.508,2715113,3,5,1
MT22,1,150,1.449,18903.97,3149,33989,27399.531,3780794,3,5,1
MT22,1,151,1.848,21892.733,3927,44014,40457.615,5582647,3,5,1
MT22,1,152,1.87,15512.628,3372,30887,29004.487,4002258,3,5,1
MT22BG,1,153,0.986,148.816,127,582,146.673,20239,3,5,1
MT22BG,1,154,1.768,169.439,122,996,299.614,41343,3,5,1
MT22BG,1,155,1.623,163.853,125,997,265.988,36703,3,5,1
MT22BG,1,156,2.58,154.135,117,846,397.659,54872,3,5,1
MT22BG,1,157,2.087,3536.028,133,13437,7380.202,1018376,3,5,1
